cycle,c,tick_pop_consumption_Tc
973,truck,nil
973,taxi,nil
974,minibus,nil
974,tgv,nil
974,ter,nil
974,truck,nil
974,taxi,nil
975,minibus,nil
975,tgv,nil
975,ter,nil
975,truck,nil
975,taxi,nil
976,minibus,nil
976,tgv,nil
976,ter,nil
976,truck,nil
976,taxi,nil
977,minibus,nil
977,tgv,nil
977,ter,nil
977,truck,nil
977,taxi,nil
978,minibus,nil
978,tgv,nil
978,ter,nil
978,truck,nil
978,taxi,nil
979,minibus,nil
979,tgv,nil
979,ter,nil
979,truck,nil
979,taxi,nil
980,minibus,nil
980,tgv,nil
980,ter,nil
980,truck,nil
980,taxi,nil
981,minibus,nil
981,tgv,nil
981,ter,nil
981,truck,nil
981,taxi,nil
982,minibus,nil
982,tgv,nil
982,ter,nil
982,truck,nil
982,taxi,nil
983,minibus,nil
983,tgv,nil
983,ter,nil
983,truck,nil
983,taxi,nil
984,minibus,nil
984,tgv,nil
984,ter,nil
984,truck,nil
984,taxi,nil
985,minibus,nil
985,tgv,nil
985,ter,nil
985,truck,nil
985,taxi,nil
986,minibus,nil
986,tgv,nil
986,ter,nil
986,truck,nil
986,taxi,nil
987,minibus,nil
987,tgv,nil
987,ter,nil
987,truck,nil
987,taxi,nil
988,minibus,nil
988,tgv,nil
988,ter,nil
988,truck,nil
988,taxi,nil
989,minibus,nil
989,tgv,nil
989,ter,nil
989,truck,nil
989,taxi,nil
990,minibus,nil
990,tgv,nil
990,ter,nil
990,truck,nil
990,taxi,nil
991,minibus,nil
991,tgv,nil
991,ter,nil
991,truck,nil
991,taxi,nil
992,minibus,nil
992,tgv,nil
992,ter,nil
992,truck,nil
992,taxi,nil
993,minibus,nil
993,tgv,nil
993,ter,nil
993,truck,nil
993,taxi,nil
994,minibus,nil
994,tgv,nil
994,ter,nil
994,truck,nil
994,taxi,nil
995,minibus,nil
995,tgv,nil
995,ter,nil
995,truck,nil
995,taxi,nil
996,minibus,nil
996,tgv,nil
996,ter,nil
996,truck,nil
996,taxi,nil
997,minibus,nil
997,tgv,nil
997,ter,nil
997,truck,nil
997,taxi,nil
998,minibus,nil
998,tgv,nil
998,ter,nil
998,truck,nil
998,taxi,nil
999,minibus,nil
999,tgv,nil
999,ter,nil
999,truck,nil
999,taxi,nil
1000,minibus,nil
1000,tgv,nil
1000,ter,nil
1000,truck,nil
1000,taxi,nil
1001,minibus,nil
1001,tgv,nil
1001,ter,nil
1001,truck,nil
1001,taxi,nil
1002,minibus,nil
1002,tgv,nil
1002,ter,nil
1002,truck,nil
1002,taxi,nil
1003,minibus,nil
1003,tgv,nil
1003,ter,nil
1003,truck,nil
1003,taxi,nil
1004,minibus,nil
1004,tgv,nil
1004,ter,nil
1004,truck,nil
1004,taxi,nil
1005,minibus,nil
1005,tgv,nil
1005,ter,nil
1005,truck,nil
1005,taxi,nil
1006,minibus,nil
1006,tgv,nil
1006,ter,nil
1006,truck,nil
1006,taxi,nil
1007,minibus,nil
1007,tgv,nil
1007,ter,nil
1007,truck,nil
1007,taxi,nil
1008,minibus,nil
1008,tgv,nil
1008,ter,nil
1008,truck,nil
1008,taxi,nil
1009,minibus,nil
1009,tgv,nil
1009,ter,nil
1009,truck,nil
1009,taxi,nil
1010,minibus,nil
1010,tgv,nil
1010,ter,nil
1010,truck,nil
1010,taxi,nil
1011,minibus,nil
1011,tgv,nil
1011,ter,nil
1011,truck,nil
1011,taxi,nil
1012,minibus,nil
1012,tgv,nil
1012,ter,nil
1012,truck,nil
1012,taxi,nil
1013,minibus,nil
1013,tgv,nil
1013,ter,nil
1013,truck,nil
1013,taxi,nil
1014,minibus,nil
1014,tgv,nil
1014,ter,nil
1014,truck,nil
1014,taxi,nil
1015,minibus,nil
1015,tgv,nil
1015,ter,nil
1015,truck,nil
1015,taxi,nil
1016,minibus,nil
1016,tgv,nil
1016,ter,nil
1016,truck,nil
1016,taxi,nil
1017,minibus,nil
1017,tgv,nil
1017,ter,nil
1017,truck,nil
1017,taxi,nil
1018,minibus,nil
1018,tgv,nil
1018,ter,nil
1018,truck,nil
1018,taxi,nil
1019,minibus,nil
1019,tgv,nil
1019,ter,nil
1019,truck,nil
1019,taxi,nil
1020,minibus,nil
1020,tgv,nil
1020,ter,nil
1020,truck,nil
1020,taxi,nil
1021,minibus,nil
1021,tgv,nil
1021,ter,nil
1021,truck,nil
1021,taxi,nil
1022,minibus,nil
1022,tgv,nil
1022,ter,nil
1022,truck,nil
1022,taxi,nil
1023,minibus,nil
1023,tgv,nil
1023,ter,nil
1023,truck,nil
1023,taxi,nil
1024,minibus,nil
1024,tgv,nil
1024,ter,nil
1024,truck,nil
1024,taxi,nil
1025,minibus,nil
1025,tgv,nil
1025,ter,nil
1025,truck,nil
1025,taxi,nil
1026,minibus,nil
1026,tgv,nil
1026,ter,nil
1026,truck,nil
1026,taxi,nil
1027,minibus,nil
1027,tgv,nil
1027,ter,nil
1027,truck,nil
1027,taxi,nil
1028,minibus,nil
1028,tgv,nil
1028,ter,nil
1028,truck,nil
1028,taxi,nil
1029,minibus,nil
1029,tgv,nil
1029,ter,nil
1029,truck,nil
1029,taxi,nil
1030,minibus,nil
1030,tgv,nil
1030,ter,nil
1030,truck,nil
1030,taxi,nil
1031,minibus,nil
1031,tgv,nil
1031,ter,nil
1031,truck,nil
1031,taxi,nil
1032,minibus,nil
1032,tgv,nil
1032,ter,nil
1032,truck,nil
1032,taxi,nil
1033,minibus,nil
1033,tgv,nil
1033,ter,nil
1033,truck,nil
1033,taxi,nil
1034,minibus,nil
1034,tgv,nil
1034,ter,nil
1034,truck,nil
1034,taxi,nil
1035,minibus,nil
1035,tgv,nil
1035,ter,nil
1035,truck,nil
1035,taxi,nil
1036,minibus,nil
1036,tgv,nil
1036,ter,nil
1036,truck,nil
1036,taxi,nil
1037,minibus,nil
1037,tgv,nil
1037,ter,nil
1037,truck,nil
1037,taxi,nil
1038,minibus,nil
1038,tgv,nil
1038,ter,nil
1038,truck,nil
1038,taxi,nil
1039,minibus,nil
1039,tgv,nil
1039,ter,nil
1039,truck,nil
1039,taxi,nil
1040,minibus,nil
1040,tgv,nil
1040,ter,nil
1040,truck,nil
1040,taxi,nil
1041,minibus,nil
1041,tgv,nil
1041,ter,nil
1041,truck,nil
1041,taxi,nil
1042,minibus,nil
1042,tgv,nil
1042,ter,nil
1042,truck,nil
1042,taxi,nil
1043,minibus,nil
1043,tgv,nil
1043,ter,nil
1043,truck,nil
1043,taxi,nil
1044,minibus,nil
1044,tgv,nil
1044,ter,nil
1044,truck,nil
1044,taxi,nil
1045,minibus,nil
1045,tgv,nil
1045,ter,nil
1045,truck,nil
1045,taxi,nil
1046,minibus,nil
1046,tgv,nil
1046,ter,nil
1046,truck,nil
1046,taxi,nil
1047,minibus,nil
1047,tgv,nil
1047,ter,nil
1047,truck,nil
1047,taxi,nil
1048,minibus,nil
1048,tgv,nil
1048,ter,nil
1048,truck,nil
1048,taxi,nil
1049,minibus,nil
1049,tgv,nil
1049,ter,nil
1049,truck,nil
1049,taxi,nil
1050,minibus,nil
1050,tgv,nil
1050,ter,nil
1050,truck,nil
1050,taxi,nil
1051,minibus,nil
1051,tgv,nil
1051,ter,nil
1051,truck,nil
1051,taxi,nil
1052,minibus,nil
1052,tgv,nil
1052,ter,nil
1052,truck,nil
1052,taxi,nil
1053,minibus,nil
1053,tgv,nil
1053,ter,nil
1053,truck,nil
1053,taxi,nil
1054,minibus,nil
1054,tgv,nil
1054,ter,nil
1054,truck,nil
1054,taxi,nil
1055,minibus,nil
1055,tgv,nil
1055,ter,nil
1055,truck,nil
1055,taxi,nil
1056,minibus,nil
1056,tgv,nil
1056,ter,nil
1056,truck,nil
1056,taxi,nil
1057,minibus,nil
1057,tgv,nil
1057,ter,nil
1057,truck,nil
1057,taxi,nil
1058,minibus,nil
1058,tgv,nil
1058,ter,nil
1058,truck,nil
1058,taxi,nil
1059,minibus,nil
1059,tgv,nil
1059,ter,nil
1059,truck,nil
1059,taxi,nil
1060,minibus,nil
1060,tgv,nil
1060,ter,nil
1060,truck,nil
1060,taxi,nil
1061,minibus,nil
1061,tgv,nil
1061,ter,nil
1061,truck,nil
1061,taxi,nil
1062,minibus,nil
1062,tgv,nil
1062,ter,nil
1062,truck,nil
1062,taxi,nil
1063,minibus,nil
1063,tgv,nil
1063,ter,nil
1063,truck,nil
1063,taxi,nil
1064,minibus,nil
1064,tgv,nil
1064,ter,nil
1064,truck,nil
1064,taxi,nil
1065,minibus,nil
1065,tgv,nil
1065,ter,nil
1065,truck,nil
1065,taxi,nil
1066,minibus,nil
1066,tgv,nil
1066,ter,nil
1066,truck,nil
1066,taxi,nil
1067,minibus,nil
1067,tgv,nil
1067,ter,nil
1067,truck,nil
1067,taxi,nil
1068,minibus,nil
1068,tgv,nil
1068,ter,nil
1068,truck,nil
1068,taxi,nil
1069,minibus,nil
1069,tgv,nil
1069,ter,nil
1069,truck,nil
1069,taxi,nil
1070,minibus,nil
1070,tgv,nil
1070,ter,nil
1070,truck,nil
1070,taxi,nil
1071,minibus,nil
1071,tgv,nil
1071,ter,nil
1071,truck,nil
1071,taxi,nil
1072,minibus,nil
1072,tgv,nil
1072,ter,nil
1072,truck,nil
1072,taxi,nil
1073,minibus,nil
1073,tgv,nil
1073,ter,nil
1073,truck,nil
1073,taxi,nil
1074,minibus,nil
1074,tgv,nil
1074,ter,nil
1074,truck,nil
1074,taxi,nil
1075,minibus,nil
1075,tgv,nil
1075,ter,nil
1075,truck,nil
1075,taxi,nil
1076,minibus,nil
1076,tgv,nil
1076,ter,nil
1076,truck,nil
1076,taxi,nil
1077,minibus,nil
1077,tgv,nil
1077,ter,nil
1077,truck,nil
1077,taxi,nil
1078,minibus,nil
1078,tgv,nil
1078,ter,nil
1078,truck,nil
1078,taxi,nil
1079,minibus,nil
1079,tgv,nil
1079,ter,nil
1079,truck,nil
1079,taxi,nil
1080,minibus,nil
1080,tgv,nil
1080,ter,nil
1080,truck,nil
1080,taxi,nil
1081,minibus,nil
1081,tgv,nil
1081,ter,nil
1081,truck,nil
1081,taxi,nil
1082,minibus,nil
1082,tgv,nil
1082,ter,nil
1082,truck,nil
1082,taxi,nil
1083,minibus,nil
1083,tgv,nil
1083,ter,nil
1083,truck,nil
1083,taxi,nil
1084,minibus,nil
1084,tgv,nil
1084,ter,nil
1084,truck,nil
1084,taxi,nil
1085,minibus,nil
1085,tgv,nil
1085,ter,nil
1085,truck,nil
1085,taxi,nil
1086,minibus,nil
1086,tgv,nil
1086,ter,nil
1086,truck,nil
1086,taxi,nil
1087,minibus,nil
1087,tgv,nil
1087,ter,nil
1087,truck,nil
1087,taxi,nil
1088,minibus,nil
1088,tgv,nil
1088,ter,nil
1088,truck,nil
1088,taxi,nil
1089,minibus,nil
1089,tgv,nil
1089,ter,nil
1089,truck,nil
1089,taxi,nil
1090,minibus,nil
1090,tgv,nil
1090,ter,nil
1090,truck,nil
1090,taxi,nil
1091,minibus,nil
1091,tgv,nil
1091,ter,nil
1091,truck,nil
1091,taxi,nil
1092,minibus,nil
1092,tgv,nil
1092,ter,nil
1092,truck,nil
1092,taxi,nil
1093,minibus,nil
1093,tgv,nil
1093,ter,nil
1093,truck,nil
1093,taxi,nil
1094,minibus,nil
1094,tgv,nil
1094,ter,nil
1094,truck,nil
1094,taxi,nil
1095,minibus,nil
1095,tgv,nil
1095,ter,nil
1095,truck,nil
1095,taxi,nil
1096,minibus,nil
1096,tgv,nil
1096,ter,nil
1096,truck,nil
1096,taxi,nil
1097,minibus,nil
1097,tgv,nil
1097,ter,nil
1097,truck,nil
1097,taxi,nil
1098,minibus,nil
1098,tgv,nil
1098,ter,nil
1098,truck,nil
1098,taxi,nil
1099,minibus,nil
1099,tgv,nil
1099,ter,nil
1099,truck,nil
1099,taxi,nil
1100,minibus,nil
1100,tgv,nil
1100,ter,nil
1100,truck,nil
1100,taxi,nil
1101,minibus,nil
1101,tgv,nil
1101,ter,nil
1101,truck,nil
1101,taxi,nil
1102,minibus,nil
1102,tgv,nil
1102,ter,nil
1102,truck,nil
1102,taxi,nil
1103,minibus,nil
1103,tgv,nil
1103,ter,nil
1103,truck,nil
1103,taxi,nil
1104,minibus,nil
1104,tgv,nil
1104,ter,nil
1104,truck,nil
1104,taxi,nil
1105,minibus,nil
1105,tgv,nil
1105,ter,nil
1105,truck,nil
1105,taxi,nil
1106,minibus,nil
1106,tgv,nil
1106,ter,nil
1106,truck,nil
1106,taxi,nil
1107,minibus,nil
1107,tgv,nil
1107,ter,nil
1107,truck,nil
1107,taxi,nil
1108,minibus,nil
1108,tgv,nil
1108,ter,nil
1108,truck,nil
1108,taxi,nil
1109,minibus,nil
1109,tgv,nil
1109,ter,nil
1109,truck,nil
1109,taxi,nil
1110,minibus,nil
1110,tgv,nil
1110,ter,nil
1110,truck,nil
1110,taxi,nil
1111,minibus,nil
1111,tgv,nil
1111,ter,nil
1111,truck,nil
1111,taxi,nil
1112,minibus,nil
1112,tgv,nil
1112,ter,nil
1112,truck,nil
1112,taxi,nil
1113,minibus,nil
1113,tgv,nil
1113,ter,nil
1113,truck,nil
1113,taxi,nil
1114,minibus,nil
1114,tgv,nil
1114,ter,nil
1114,truck,nil
1114,taxi,nil
1115,minibus,nil
1115,tgv,nil
1115,ter,nil
1115,truck,nil
1115,taxi,nil
1116,minibus,nil
1116,tgv,nil
1116,ter,nil
1116,truck,nil
1116,taxi,nil
1117,minibus,nil
1117,tgv,nil
1117,ter,nil
1117,truck,nil
1117,taxi,nil
1118,minibus,nil
1118,tgv,nil
1118,ter,nil
1118,truck,nil
1118,taxi,nil
1119,minibus,nil
1119,tgv,nil
1119,ter,nil
1119,truck,nil
1119,taxi,nil
1120,minibus,nil
1120,tgv,nil
1120,ter,nil
1120,truck,nil
1120,taxi,nil
1121,minibus,nil
1121,tgv,nil
1121,ter,nil
1121,truck,nil
1121,taxi,nil
1122,minibus,nil
1122,tgv,nil
1122,ter,nil
1122,truck,nil
1122,taxi,nil
1123,minibus,nil
1123,tgv,nil
1123,ter,nil
1123,truck,nil
1123,taxi,nil
1124,minibus,nil
1124,tgv,nil
1124,ter,nil
1124,truck,nil
1124,taxi,nil
1125,minibus,nil
1125,tgv,nil
1125,ter,nil
1125,truck,nil
1125,taxi,nil
1126,minibus,nil
1126,tgv,nil
1126,ter,nil
1126,truck,nil
1126,taxi,nil
1127,minibus,nil
1127,tgv,nil
1127,ter,nil
1127,truck,nil
1127,taxi,nil
1128,minibus,nil
1128,tgv,nil
1128,ter,nil
1128,truck,nil
1128,taxi,nil
1129,minibus,nil
1129,tgv,nil
1129,ter,nil
1129,truck,nil
1129,taxi,nil
1130,minibus,nil
1130,tgv,nil
1130,ter,nil
1130,truck,nil
1130,taxi,nil
1131,minibus,nil
1131,tgv,nil
1131,ter,nil
1131,truck,nil
1131,taxi,nil
1132,minibus,nil
1132,tgv,nil
1132,ter,nil
1132,truck,nil
1132,taxi,nil
1133,minibus,nil
1133,tgv,nil
1133,ter,nil
1133,truck,nil
1133,taxi,nil
1134,minibus,nil
1134,tgv,nil
1134,ter,nil
1134,truck,nil
1134,taxi,nil
1135,minibus,nil
1135,tgv,nil
1135,ter,nil
1135,truck,nil
1135,taxi,nil
1136,minibus,nil
1136,tgv,nil
1136,ter,nil
1136,truck,nil
1136,taxi,nil
1137,minibus,nil
1137,tgv,nil
1137,ter,nil
1137,truck,nil
1137,taxi,nil
1138,minibus,nil
1138,tgv,nil
1138,ter,nil
1138,truck,nil
1138,taxi,nil
1139,minibus,nil
1139,tgv,nil
1139,ter,nil
1139,truck,nil
1139,taxi,nil
1140,minibus,nil
1140,tgv,nil
1140,ter,nil
1140,truck,nil
1140,taxi,nil
1141,minibus,nil
1141,tgv,nil
1141,ter,nil
1141,truck,nil
1141,taxi,nil
1142,minibus,nil
1142,tgv,nil
1142,ter,nil
1142,truck,nil
1142,taxi,nil
1143,minibus,nil
1143,tgv,nil
1143,ter,nil
1143,truck,nil
1143,taxi,nil
1144,minibus,nil
1144,tgv,nil
1144,ter,nil
1144,truck,nil
1144,taxi,nil
1145,minibus,nil
1145,tgv,nil
1145,ter,nil
1145,truck,nil
1145,taxi,nil
1146,minibus,nil
1146,tgv,nil
1146,ter,nil
1146,truck,nil
1146,taxi,nil
1147,minibus,nil
1147,tgv,nil
1147,ter,nil
1147,truck,nil
1147,taxi,nil
1148,minibus,nil
1148,tgv,nil
1148,ter,nil
1148,truck,nil
1148,taxi,nil
1149,minibus,nil
1149,tgv,nil
1149,ter,nil
1149,truck,nil
1149,taxi,nil
1150,minibus,nil
1150,tgv,nil
1150,ter,nil
1150,truck,nil
1150,taxi,nil
1151,minibus,nil
1151,tgv,nil
1151,ter,nil
1151,truck,nil
1151,taxi,nil
1152,minibus,nil
1152,tgv,nil
1152,ter,nil
1152,truck,nil
1152,taxi,nil
1153,minibus,nil
1153,tgv,nil
1153,ter,nil
1153,truck,nil
1153,taxi,nil
1154,minibus,nil
1154,tgv,nil
1154,ter,nil
1154,truck,nil
1154,taxi,nil
1155,minibus,nil
1155,tgv,nil
1155,ter,nil
1155,truck,nil
1155,taxi,nil
1156,minibus,nil
1156,tgv,nil
1156,ter,nil
1156,truck,nil
1156,taxi,nil
1157,minibus,nil
1157,tgv,nil
1157,ter,nil
1157,truck,nil
1157,taxi,nil
1158,minibus,nil
1158,tgv,nil
1158,ter,nil
1158,truck,nil
1158,taxi,nil
1159,minibus,nil
1159,tgv,nil
1159,ter,nil
1159,truck,nil
1159,taxi,nil
1160,minibus,nil
1160,tgv,nil
1160,ter,nil
1160,truck,nil
1160,taxi,nil
1161,minibus,nil
1161,tgv,nil
1161,ter,nil
1161,truck,nil
1161,taxi,nil
1162,minibus,nil
1162,tgv,nil
1162,ter,nil
1162,truck,nil
1162,taxi,nil
1163,minibus,nil
1163,tgv,nil
1163,ter,nil
1163,truck,nil
1163,taxi,nil
1164,minibus,nil
1164,tgv,nil
1164,ter,nil
1164,truck,nil
1164,taxi,nil
1165,minibus,nil
1165,tgv,nil
1165,ter,nil
1165,truck,nil
1165,taxi,nil
1166,minibus,nil
1166,tgv,nil
1166,ter,nil
1166,truck,nil
1166,taxi,nil
1167,minibus,nil
1167,tgv,nil
1167,ter,nil
1167,truck,nil
1167,taxi,nil
1168,minibus,nil
1168,tgv,nil
1168,ter,nil
1168,truck,nil
1168,taxi,nil
1169,minibus,nil
1169,tgv,nil
1169,ter,nil
1169,truck,nil
1169,taxi,nil
1170,minibus,nil
1170,tgv,nil
1170,ter,nil
1170,truck,nil
1170,taxi,nil
1171,minibus,nil
1171,tgv,nil
1171,ter,nil
1171,truck,nil
1171,taxi,nil
1172,minibus,nil
1172,tgv,nil
1172,ter,nil
1172,truck,nil
1172,taxi,nil
1173,minibus,nil
1173,tgv,nil
1173,ter,nil
1173,truck,nil
1173,taxi,nil
1174,minibus,nil
1174,tgv,nil
1174,ter,nil
1174,truck,nil
1174,taxi,nil
1175,minibus,nil
1175,tgv,nil
1175,ter,nil
1175,truck,nil
1175,taxi,nil
1176,minibus,nil
1176,tgv,nil
1176,ter,nil
1176,truck,nil
1176,taxi,nil
1177,minibus,nil
1177,tgv,nil
1177,ter,nil
1177,truck,nil
1177,taxi,nil
1178,minibus,nil
1178,tgv,nil
1178,ter,nil
1178,truck,nil
1178,taxi,nil
1179,minibus,nil
1179,tgv,nil
1179,ter,nil
1179,truck,nil
1179,taxi,nil
1180,minibus,nil
1180,tgv,nil
1180,ter,nil
1180,truck,nil
1180,taxi,nil
1181,minibus,nil
1181,tgv,nil
1181,ter,nil
1181,truck,nil
1181,taxi,nil
1182,minibus,nil
1182,tgv,nil
1182,ter,nil
1182,truck,nil
1182,taxi,nil
1183,minibus,nil
1183,tgv,nil
1183,ter,nil
1183,truck,nil
1183,taxi,nil
1184,minibus,nil
1184,tgv,nil
1184,ter,nil
1184,truck,nil
1184,taxi,nil
1185,minibus,nil
1185,tgv,nil
1185,ter,nil
1185,truck,nil
1185,taxi,nil
1186,minibus,nil
1186,tgv,nil
1186,ter,nil
1186,truck,nil
1186,taxi,nil
1187,minibus,nil
1187,tgv,nil
1187,ter,nil
1187,truck,nil
1187,taxi,nil
1188,minibus,nil
1188,tgv,nil
1188,ter,nil
1188,truck,nil
1188,taxi,nil
1189,minibus,nil
1189,tgv,nil
1189,ter,nil
1189,truck,nil
1189,taxi,nil
1190,minibus,nil
1190,tgv,nil
1190,ter,nil
1190,truck,nil
1190,taxi,nil
1191,minibus,nil
1191,tgv,nil
1191,ter,nil
1191,truck,nil
1191,taxi,nil
1192,minibus,nil
1192,tgv,nil
1192,ter,nil
1192,truck,nil
1192,taxi,nil
1193,minibus,nil
1193,tgv,nil
1193,ter,nil
1193,truck,nil
1193,taxi,nil
1194,minibus,nil
1194,tgv,nil
1194,ter,nil
1194,truck,nil
1194,taxi,nil
1195,minibus,nil
1195,tgv,nil
1195,ter,nil
1195,truck,nil
1195,taxi,nil
1196,minibus,nil
1196,tgv,nil
1196,ter,nil
1196,truck,nil
1196,taxi,nil
1197,minibus,nil
1197,tgv,nil
1197,ter,nil
1197,truck,nil
1197,taxi,nil
1198,minibus,nil
1198,tgv,nil
1198,ter,nil
1198,truck,nil
1198,taxi,nil
1199,minibus,nil
1199,tgv,nil
1199,ter,nil
1199,truck,nil
1199,taxi,nil
1200,minibus,nil
1200,tgv,nil
1200,ter,nil
1200,truck,nil
1200,taxi,nil
1201,minibus,nil
1201,tgv,nil
1201,ter,nil
1201,truck,nil
1201,taxi,nil
1202,minibus,nil
1202,tgv,nil
1202,ter,nil
1202,truck,nil
1202,taxi,nil
1203,minibus,nil
1203,tgv,nil
1203,ter,nil
1203,truck,nil
1203,taxi,nil
1204,minibus,nil
1204,tgv,nil
1204,ter,nil
1204,truck,nil
1204,taxi,nil
1205,minibus,nil
1205,tgv,nil
1205,ter,nil
1205,truck,nil
1205,taxi,nil
1206,minibus,nil
1206,tgv,nil
1206,ter,nil
1206,truck,nil
1206,taxi,nil
1207,minibus,nil
1207,tgv,nil
1207,ter,nil
1207,truck,nil
1207,taxi,nil
1208,minibus,nil
1208,tgv,nil
1208,ter,nil
1208,truck,nil
1208,taxi,nil
1209,minibus,nil
1209,tgv,nil
1209,ter,nil
1209,truck,nil
1209,taxi,nil
1210,minibus,nil
1210,tgv,nil
1210,ter,nil
1210,truck,nil
1210,taxi,nil
1211,minibus,nil
1211,tgv,nil
1211,ter,nil
1211,truck,nil
1211,taxi,nil
1212,minibus,nil
1212,tgv,nil
1212,ter,nil
1212,truck,nil
1212,taxi,nil
1213,minibus,nil
1213,tgv,nil
1213,ter,nil
1213,truck,nil
1213,taxi,nil
1214,minibus,nil
1214,tgv,nil
1214,ter,nil
1214,truck,nil
1214,taxi,nil
1215,minibus,nil
1215,tgv,nil
1215,ter,nil
1215,truck,nil
1215,taxi,nil
1216,minibus,nil
1216,tgv,nil
1216,ter,nil
1216,truck,nil
1216,taxi,nil
1217,minibus,nil
1217,tgv,nil
1217,ter,nil
1217,truck,nil
1217,taxi,nil
1218,minibus,nil
1218,tgv,nil
1218,ter,nil
1218,truck,nil
1218,taxi,nil
1219,minibus,nil
1219,tgv,nil
1219,ter,nil
1219,truck,nil
1219,taxi,nil
1220,minibus,nil
1220,tgv,nil
1220,ter,nil
1220,truck,nil
1220,taxi,nil
1221,minibus,nil
1221,tgv,nil
1221,ter,nil
1221,truck,nil
1221,taxi,nil
1222,minibus,nil
1222,tgv,nil
1222,ter,nil
1222,truck,nil
1222,taxi,nil
1223,minibus,nil
1223,tgv,nil
1223,ter,nil
1223,truck,nil
1223,taxi,nil
1224,minibus,nil
1224,tgv,nil
1224,ter,nil
1224,truck,nil
1224,taxi,nil
1225,minibus,nil
1225,tgv,nil
1225,ter,nil
1225,truck,nil
1225,taxi,nil
1226,minibus,nil
1226,tgv,nil
1226,ter,nil
1226,truck,nil
1226,taxi,nil
1227,minibus,nil
1227,tgv,nil
1227,ter,nil
1227,truck,nil
1227,taxi,nil
1228,minibus,nil
1228,tgv,nil
1228,ter,nil
1228,truck,nil
1228,taxi,nil
1229,minibus,nil
1229,tgv,nil
1229,ter,nil
1229,truck,nil
1229,taxi,nil
1230,minibus,nil
1230,tgv,nil
1230,ter,nil
1230,truck,nil
1230,taxi,nil
1231,minibus,nil
1231,tgv,nil
1231,ter,nil
1231,truck,nil
1231,taxi,nil
1232,minibus,nil
1232,tgv,nil
1232,ter,nil
1232,truck,nil
1232,taxi,nil
1233,minibus,nil
1233,tgv,nil
1233,ter,nil
1233,truck,nil
1233,taxi,nil
1234,minibus,nil
1234,tgv,nil
1234,ter,nil
1234,truck,nil
1234,taxi,nil
1235,minibus,nil
1235,tgv,nil
1235,ter,nil
1235,truck,nil
1235,taxi,nil
1236,minibus,nil
1236,tgv,nil
1236,ter,nil
1236,truck,nil
1236,taxi,nil
1237,minibus,nil
1237,tgv,nil
1237,ter,nil
1237,truck,nil
1237,taxi,nil
1238,minibus,nil
1238,tgv,nil
1238,ter,nil
1238,truck,nil
1238,taxi,nil
1239,minibus,nil
1239,tgv,nil
1239,ter,nil
1239,truck,nil
1239,taxi,nil
1240,minibus,nil
1240,tgv,nil
1240,ter,nil
1240,truck,nil
1240,taxi,nil
1241,minibus,nil
1241,tgv,nil
1241,ter,nil
1241,truck,nil
1241,taxi,nil
1242,minibus,nil
1242,tgv,nil
1242,ter,nil
1242,truck,nil
1242,taxi,nil
1243,minibus,nil
1243,tgv,nil
1243,ter,nil
1243,truck,nil
1243,taxi,nil
1244,minibus,nil
1244,tgv,nil
1244,ter,nil
1244,truck,nil
1244,taxi,nil
1245,minibus,nil
1245,tgv,nil
1245,ter,nil
1245,truck,nil
1245,taxi,nil
1246,minibus,nil
1246,tgv,nil
1246,ter,nil
1246,truck,nil
1246,taxi,nil
1247,minibus,nil
1247,tgv,nil
1247,ter,nil
1247,truck,nil
1247,taxi,nil
1248,minibus,nil
1248,tgv,nil
1248,ter,nil
1248,truck,nil
1248,taxi,nil
1249,minibus,nil
1249,tgv,nil
1249,ter,nil
1249,truck,nil
1249,taxi,nil
1250,minibus,nil
1250,tgv,nil
1250,ter,nil
1250,truck,nil
1250,taxi,nil
1251,minibus,nil
1251,tgv,nil
1251,ter,nil
1251,truck,nil
1251,taxi,nil
1252,minibus,nil
1252,tgv,nil
1252,ter,nil
1252,truck,nil
1252,taxi,nil
1253,minibus,nil
1253,tgv,nil
1253,ter,nil
1253,truck,nil
1253,taxi,nil
1254,minibus,nil
1254,tgv,nil
1254,ter,nil
1254,truck,nil
1254,taxi,nil
1255,minibus,nil
1255,tgv,nil
1255,ter,nil
1255,truck,nil
1255,taxi,nil
1256,minibus,nil
1256,tgv,nil
1256,ter,nil
1256,truck,nil
1256,taxi,nil
1257,minibus,nil
1257,tgv,nil
1257,ter,nil
1257,truck,nil
1257,taxi,nil
1258,minibus,nil
1258,tgv,nil
1258,ter,nil
1258,truck,nil
1258,taxi,nil
1259,minibus,nil
1259,tgv,nil
1259,ter,nil
1259,truck,nil
1259,taxi,nil
1260,minibus,nil
1260,tgv,nil
1260,ter,nil
1260,truck,nil
1260,taxi,nil
1261,minibus,nil
1261,tgv,nil
1261,ter,nil
1261,truck,nil
1261,taxi,nil
1262,minibus,nil
1262,tgv,nil
1262,ter,nil
1262,truck,nil
1262,taxi,nil
1263,minibus,nil
1263,tgv,nil
1263,ter,nil
1263,truck,nil
1263,taxi,nil
1264,minibus,nil
1264,tgv,nil
1264,ter,nil
1264,truck,nil
1264,taxi,nil
1265,minibus,nil
1265,tgv,nil
1265,ter,nil
1265,truck,nil
1265,taxi,nil
1266,minibus,nil
1266,tgv,nil
1266,ter,nil
1266,truck,nil
1266,taxi,nil
1267,minibus,nil
1267,tgv,nil
1267,ter,nil
