cycle,c,tick_production_Tc
3975,truck,nil
3975,taxi,nil
3976,minibus,nil
3976,tgv,nil
3976,ter,nil
3976,truck,nil
3976,taxi,nil
3977,minibus,nil
3977,tgv,nil
3977,ter,nil
3977,truck,nil
3977,taxi,nil
3978,minibus,nil
3978,tgv,nil
3978,ter,nil
3978,truck,nil
3978,taxi,nil
3979,minibus,nil
3979,tgv,nil
3979,ter,nil
3979,truck,nil
3979,taxi,nil
3980,minibus,nil
3980,tgv,nil
3980,ter,nil
3980,truck,nil
3980,taxi,nil
3981,minibus,nil
3981,tgv,nil
3981,ter,nil
3981,truck,nil
3981,taxi,nil
3982,minibus,nil
3982,tgv,nil
3982,ter,nil
3982,truck,nil
3982,taxi,nil
3983,minibus,nil
3983,tgv,nil
3983,ter,nil
3983,truck,nil
3983,taxi,nil
3984,minibus,nil
3984,tgv,nil
3984,ter,nil
3984,truck,nil
3984,taxi,nil
3985,minibus,nil
3985,tgv,nil
3985,ter,nil
3985,truck,nil
3985,taxi,nil
3986,minibus,nil
3986,tgv,nil
3986,ter,nil
3986,truck,nil
3986,taxi,nil
3987,minibus,nil
3987,tgv,nil
3987,ter,nil
3987,truck,nil
3987,taxi,nil
3988,minibus,nil
3988,tgv,nil
3988,ter,nil
3988,truck,nil
3988,taxi,nil
3989,minibus,nil
3989,tgv,nil
3989,ter,nil
3989,truck,nil
3989,taxi,nil
3990,minibus,nil
3990,tgv,nil
3990,ter,nil
3990,truck,nil
3990,taxi,nil
3991,minibus,nil
3991,tgv,nil
3991,ter,nil
3991,truck,nil
3991,taxi,nil
3992,minibus,nil
3992,tgv,nil
3992,ter,nil
3992,truck,nil
3992,taxi,nil
3993,minibus,nil
3993,tgv,nil
3993,ter,nil
3993,truck,nil
3993,taxi,nil
3994,minibus,nil
3994,tgv,nil
3994,ter,nil
3994,truck,nil
3994,taxi,nil
3995,minibus,nil
3995,tgv,nil
3995,ter,nil
3995,truck,nil
3995,taxi,nil
3996,minibus,nil
3996,tgv,nil
3996,ter,nil
3996,truck,nil
3996,taxi,nil
3997,minibus,nil
3997,tgv,nil
3997,ter,nil
3997,truck,nil
3997,taxi,nil
3998,minibus,nil
3998,tgv,nil
3998,ter,nil
3998,truck,nil
3998,taxi,nil
3999,minibus,nil
3999,tgv,nil
3999,ter,nil
3999,truck,nil
3999,taxi,nil
4000,minibus,nil
4000,tgv,nil
4000,ter,nil
4000,truck,nil
4000,taxi,nil
4001,minibus,nil
4001,tgv,nil
4001,ter,nil
4001,truck,nil
4001,taxi,nil
4002,minibus,nil
4002,tgv,nil
4002,ter,nil
4002,truck,nil
4002,taxi,nil
4003,minibus,nil
4003,tgv,nil
4003,ter,nil
4003,truck,nil
4003,taxi,nil
4004,minibus,nil
4004,tgv,nil
4004,ter,nil
4004,truck,nil
4004,taxi,nil
4005,minibus,nil
4005,tgv,nil
4005,ter,nil
4005,truck,nil
4005,taxi,nil
4006,minibus,nil
4006,tgv,nil
4006,ter,nil
4006,truck,nil
4006,taxi,nil
4007,minibus,nil
4007,tgv,nil
4007,ter,nil
4007,truck,nil
4007,taxi,nil
4008,minibus,nil
4008,tgv,nil
4008,ter,nil
4008,truck,nil
4008,taxi,nil
4009,minibus,nil
4009,tgv,nil
4009,ter,nil
4009,truck,nil
4009,taxi,nil
4010,minibus,nil
4010,tgv,nil
4010,ter,nil
4010,truck,nil
4010,taxi,nil
4011,minibus,nil
4011,tgv,nil
4011,ter,nil
4011,truck,nil
4011,taxi,nil
4012,minibus,nil
4012,tgv,nil
4012,ter,nil
4012,truck,nil
4012,taxi,nil
4013,minibus,nil
4013,tgv,nil
4013,ter,nil
4013,truck,nil
4013,taxi,nil
4014,minibus,nil
4014,tgv,nil
4014,ter,nil
4014,truck,nil
4014,taxi,nil
4015,minibus,nil
4015,tgv,nil
4015,ter,nil
4015,truck,nil
4015,taxi,nil
4016,minibus,nil
4016,tgv,nil
4016,ter,nil
4016,truck,nil
4016,taxi,nil
4017,minibus,nil
4017,tgv,nil
4017,ter,nil
4017,truck,nil
4017,taxi,nil
4018,minibus,nil
4018,tgv,nil
4018,ter,nil
4018,truck,nil
4018,taxi,nil
4019,minibus,nil
4019,tgv,nil
4019,ter,nil
4019,truck,nil
4019,taxi,nil
4020,minibus,nil
4020,tgv,nil
4020,ter,nil
4020,truck,nil
4020,taxi,nil
4021,minibus,nil
4021,tgv,nil
4021,ter,nil
4021,truck,nil
4021,taxi,nil
4022,minibus,nil
4022,tgv,nil
4022,ter,nil
4022,truck,nil
4022,taxi,nil
4023,minibus,nil
4023,tgv,nil
4023,ter,nil
4023,truck,nil
4023,taxi,nil
4024,minibus,nil
4024,tgv,nil
4024,ter,nil
4024,truck,nil
4024,taxi,nil
4025,minibus,nil
4025,tgv,nil
4025,ter,nil
4025,truck,nil
4025,taxi,nil
4026,minibus,nil
4026,tgv,nil
4026,ter,nil
4026,truck,nil
4026,taxi,nil
4027,minibus,nil
4027,tgv,nil
4027,ter,nil
4027,truck,nil
4027,taxi,nil
4028,minibus,nil
4028,tgv,nil
4028,ter,nil
4028,truck,nil
4028,taxi,nil
4029,minibus,nil
4029,tgv,nil
4029,ter,nil
4029,truck,nil
4029,taxi,nil
4030,minibus,nil
4030,tgv,nil
4030,ter,nil
4030,truck,nil
4030,taxi,nil
4031,minibus,nil
4031,tgv,nil
4031,ter,nil
4031,truck,nil
4031,taxi,nil
4032,minibus,nil
4032,tgv,nil
4032,ter,nil
4032,truck,nil
4032,taxi,nil
4033,minibus,nil
4033,tgv,nil
4033,ter,nil
4033,truck,nil
4033,taxi,nil
4034,minibus,nil
4034,tgv,nil
4034,ter,nil
4034,truck,nil
4034,taxi,nil
4035,minibus,nil
4035,tgv,nil
4035,ter,nil
4035,truck,nil
4035,taxi,nil
4036,minibus,nil
4036,tgv,nil
4036,ter,nil
4036,truck,nil
4036,taxi,nil
4037,minibus,nil
4037,tgv,nil
4037,ter,nil
4037,truck,nil
4037,taxi,nil
4038,minibus,nil
4038,tgv,nil
4038,ter,nil
4038,truck,nil
4038,taxi,nil
4039,minibus,nil
4039,tgv,nil
4039,ter,nil
4039,truck,nil
4039,taxi,nil
4040,minibus,nil
4040,tgv,nil
4040,ter,nil
4040,truck,nil
4040,taxi,nil
4041,minibus,nil
4041,tgv,nil
4041,ter,nil
4041,truck,nil
4041,taxi,nil
4042,minibus,nil
4042,tgv,nil
4042,ter,nil
4042,truck,nil
4042,taxi,nil
4043,minibus,nil
4043,tgv,nil
4043,ter,nil
4043,truck,nil
4043,taxi,nil
4044,minibus,nil
4044,tgv,nil
4044,ter,nil
4044,truck,nil
4044,taxi,nil
4045,minibus,nil
4045,tgv,nil
4045,ter,nil
4045,truck,nil
4045,taxi,nil
4046,minibus,nil
4046,tgv,nil
4046,ter,nil
4046,truck,nil
4046,taxi,nil
4047,minibus,nil
4047,tgv,nil
4047,ter,nil
4047,truck,nil
4047,taxi,nil
4048,minibus,nil
4048,tgv,nil
4048,ter,nil
4048,truck,nil
4048,taxi,nil
4049,minibus,nil
4049,tgv,nil
4049,ter,nil
4049,truck,nil
4049,taxi,nil
4050,minibus,nil
4050,tgv,nil
4050,ter,nil
4050,truck,nil
4050,taxi,nil
4051,minibus,nil
4051,tgv,nil
4051,ter,nil
4051,truck,nil
4051,taxi,nil
4052,minibus,nil
4052,tgv,nil
4052,ter,nil
4052,truck,nil
4052,taxi,nil
4053,minibus,nil
4053,tgv,nil
4053,ter,nil
4053,truck,nil
4053,taxi,nil
4054,minibus,nil
4054,tgv,nil
4054,ter,nil
4054,truck,nil
4054,taxi,nil
4055,minibus,nil
4055,tgv,nil
4055,ter,nil
4055,truck,nil
4055,taxi,nil
4056,minibus,nil
4056,tgv,nil
4056,ter,nil
4056,truck,nil
4056,taxi,nil
4057,minibus,nil
4057,tgv,nil
4057,ter,nil
4057,truck,nil
4057,taxi,nil
4058,minibus,nil
4058,tgv,nil
4058,ter,nil
4058,truck,nil
4058,taxi,nil
4059,minibus,nil
4059,tgv,nil
4059,ter,nil
4059,truck,nil
4059,taxi,nil
4060,minibus,nil
4060,tgv,nil
4060,ter,nil
4060,truck,nil
4060,taxi,nil
4061,minibus,nil
4061,tgv,nil
4061,ter,nil
4061,truck,nil
4061,taxi,nil
4062,minibus,nil
4062,tgv,nil
4062,ter,nil
4062,truck,nil
4062,taxi,nil
4063,minibus,nil
4063,tgv,nil
4063,ter,nil
4063,truck,nil
4063,taxi,nil
4064,minibus,nil
4064,tgv,nil
4064,ter,nil
4064,truck,nil
4064,taxi,nil
4065,minibus,nil
4065,tgv,nil
4065,ter,nil
4065,truck,nil
4065,taxi,nil
4066,minibus,nil
4066,tgv,nil
4066,ter,nil
4066,truck,nil
4066,taxi,nil
4067,minibus,nil
4067,tgv,nil
4067,ter,nil
4067,truck,nil
4067,taxi,nil
4068,minibus,nil
4068,tgv,nil
4068,ter,nil
4068,truck,nil
4068,taxi,nil
4069,minibus,nil
4069,tgv,nil
4069,ter,nil
4069,truck,nil
4069,taxi,nil
4070,minibus,nil
4070,tgv,nil
4070,ter,nil
4070,truck,nil
4070,taxi,nil
4071,minibus,nil
4071,tgv,nil
4071,ter,nil
4071,truck,nil
4071,taxi,nil
4072,minibus,nil
4072,tgv,nil
4072,ter,nil
4072,truck,nil
4072,taxi,nil
4073,minibus,nil
4073,tgv,nil
4073,ter,nil
4073,truck,nil
4073,taxi,nil
4074,minibus,nil
4074,tgv,nil
4074,ter,nil
4074,truck,nil
4074,taxi,nil
4075,minibus,nil
4075,tgv,nil
4075,ter,nil
4075,truck,nil
4075,taxi,nil
4076,minibus,nil
4076,tgv,nil
4076,ter,nil
4076,truck,nil
4076,taxi,nil
4077,minibus,nil
4077,tgv,nil
4077,ter,nil
4077,truck,nil
4077,taxi,nil
4078,minibus,nil
4078,tgv,nil
4078,ter,nil
4078,truck,nil
4078,taxi,nil
4079,minibus,nil
4079,tgv,nil
4079,ter,nil
4079,truck,nil
4079,taxi,nil
4080,minibus,nil
4080,tgv,nil
4080,ter,nil
4080,truck,nil
4080,taxi,nil
4081,minibus,nil
4081,tgv,nil
4081,ter,nil
4081,truck,nil
4081,taxi,nil
4082,minibus,nil
4082,tgv,nil
4082,ter,nil
4082,truck,nil
4082,taxi,nil
4083,minibus,nil
4083,tgv,nil
4083,ter,nil
4083,truck,nil
4083,taxi,nil
4084,minibus,nil
4084,tgv,nil
4084,ter,nil
4084,truck,nil
4084,taxi,nil
4085,minibus,nil
4085,tgv,nil
4085,ter,nil
4085,truck,nil
4085,taxi,nil
4086,minibus,nil
4086,tgv,nil
4086,ter,nil
4086,truck,nil
4086,taxi,nil
4087,minibus,nil
4087,tgv,nil
4087,ter,nil
4087,truck,nil
4087,taxi,nil
4088,minibus,nil
4088,tgv,nil
4088,ter,nil
4088,truck,nil
4088,taxi,nil
4089,minibus,nil
4089,tgv,nil
4089,ter,nil
4089,truck,nil
4089,taxi,nil
4090,minibus,nil
4090,tgv,nil
4090,ter,nil
4090,truck,nil
4090,taxi,nil
4091,minibus,nil
4091,tgv,nil
4091,ter,nil
4091,truck,nil
4091,taxi,nil
4092,minibus,nil
4092,tgv,nil
4092,ter,nil
4092,truck,nil
4092,taxi,nil
4093,minibus,nil
4093,tgv,nil
4093,ter,nil
4093,truck,nil
4093,taxi,nil
4094,minibus,nil
4094,tgv,nil
4094,ter,nil
4094,truck,nil
4094,taxi,nil
4095,minibus,nil
4095,tgv,nil
4095,ter,nil
4095,truck,nil
4095,taxi,nil
4096,minibus,nil
4096,tgv,nil
4096,ter,nil
4096,truck,nil
4096,taxi,nil
4097,minibus,nil
4097,tgv,nil
4097,ter,nil
4097,truck,nil
4097,taxi,nil
4098,minibus,nil
4098,tgv,nil
4098,ter,nil
4098,truck,nil
4098,taxi,nil
4099,minibus,nil
4099,tgv,nil
4099,ter,nil
4099,truck,nil
4099,taxi,nil
4100,minibus,nil
4100,tgv,nil
4100,ter,nil
4100,truck,nil
4100,taxi,nil
4101,minibus,nil
4101,tgv,nil
4101,ter,nil
4101,truck,nil
4101,taxi,nil
4102,minibus,nil
4102,tgv,nil
4102,ter,nil
4102,truck,nil
4102,taxi,nil
4103,minibus,nil
4103,tgv,nil
4103,ter,nil
4103,truck,nil
4103,taxi,nil
4104,minibus,nil
4104,tgv,nil
4104,ter,nil
4104,truck,nil
4104,taxi,nil
4105,minibus,nil
4105,tgv,nil
4105,ter,nil
4105,truck,nil
4105,taxi,nil
4106,minibus,nil
4106,tgv,nil
4106,ter,nil
4106,truck,nil
4106,taxi,nil
4107,minibus,nil
4107,tgv,nil
4107,ter,nil
4107,truck,nil
4107,taxi,nil
4108,minibus,nil
4108,tgv,nil
4108,ter,nil
4108,truck,nil
4108,taxi,nil
4109,minibus,nil
4109,tgv,nil
4109,ter,nil
4109,truck,nil
4109,taxi,nil
4110,minibus,nil
4110,tgv,nil
4110,ter,nil
4110,truck,nil
4110,taxi,nil
4111,minibus,nil
4111,tgv,nil
4111,ter,nil
4111,truck,nil
4111,taxi,nil
4112,minibus,nil
4112,tgv,nil
4112,ter,nil
4112,truck,nil
4112,taxi,nil
4113,minibus,nil
4113,tgv,nil
4113,ter,nil
4113,truck,nil
4113,taxi,nil
4114,minibus,nil
4114,tgv,nil
4114,ter,nil
4114,truck,nil
4114,taxi,nil
4115,minibus,nil
4115,tgv,nil
4115,ter,nil
4115,truck,nil
4115,taxi,nil
4116,minibus,nil
4116,tgv,nil
4116,ter,nil
4116,truck,nil
4116,taxi,nil
4117,minibus,nil
4117,tgv,nil
4117,ter,nil
4117,truck,nil
4117,taxi,nil
4118,minibus,nil
4118,tgv,nil
4118,ter,nil
4118,truck,nil
4118,taxi,nil
4119,minibus,nil
4119,tgv,nil
4119,ter,nil
4119,truck,nil
4119,taxi,nil
4120,minibus,nil
4120,tgv,nil
4120,ter,nil
4120,truck,nil
4120,taxi,nil
4121,minibus,nil
4121,tgv,nil
4121,ter,nil
4121,truck,nil
4121,taxi,nil
4122,minibus,nil
4122,tgv,nil
4122,ter,nil
4122,truck,nil
4122,taxi,nil
4123,minibus,nil
4123,tgv,nil
4123,ter,nil
4123,truck,nil
4123,taxi,nil
4124,minibus,nil
4124,tgv,nil
4124,ter,nil
4124,truck,nil
4124,taxi,nil
4125,minibus,nil
4125,tgv,nil
4125,ter,nil
4125,truck,nil
4125,taxi,nil
4126,minibus,nil
4126,tgv,nil
4126,ter,nil
4126,truck,nil
4126,taxi,nil
4127,minibus,nil
4127,tgv,nil
4127,ter,nil
4127,truck,nil
4127,taxi,nil
4128,minibus,nil
4128,tgv,nil
4128,ter,nil
4128,truck,nil
4128,taxi,nil
4129,minibus,nil
4129,tgv,nil
4129,ter,nil
4129,truck,nil
4129,taxi,nil
4130,minibus,nil
4130,tgv,nil
4130,ter,nil
4130,truck,nil
4130,taxi,nil
4131,minibus,nil
4131,tgv,nil
4131,ter,nil
4131,truck,nil
4131,taxi,nil
4132,minibus,nil
4132,tgv,nil
4132,ter,nil
4132,truck,nil
4132,taxi,nil
4133,minibus,nil
4133,tgv,nil
4133,ter,nil
4133,truck,nil
4133,taxi,nil
4134,minibus,nil
4134,tgv,nil
4134,ter,nil
4134,truck,nil
4134,taxi,nil
4135,minibus,nil
4135,tgv,nil
4135,ter,nil
4135,truck,nil
4135,taxi,nil
4136,minibus,nil
4136,tgv,nil
4136,ter,nil
4136,truck,nil
4136,taxi,nil
4137,minibus,nil
4137,tgv,nil
4137,ter,nil
4137,truck,nil
4137,taxi,nil
4138,minibus,nil
4138,tgv,nil
4138,ter,nil
4138,truck,nil
4138,taxi,nil
4139,minibus,nil
4139,tgv,nil
4139,ter,nil
4139,truck,nil
4139,taxi,nil
4140,minibus,nil
4140,tgv,nil
4140,ter,nil
4140,truck,nil
4140,taxi,nil
4141,minibus,nil
4141,tgv,nil
4141,ter,nil
4141,truck,nil
4141,taxi,nil
4142,minibus,nil
4142,tgv,nil
4142,ter,nil
4142,truck,nil
4142,taxi,nil
4143,minibus,nil
4143,tgv,nil
4143,ter,nil
4143,truck,nil
4143,taxi,nil
4144,minibus,nil
4144,tgv,nil
4144,ter,nil
4144,truck,nil
4144,taxi,nil
4145,minibus,nil
4145,tgv,nil
4145,ter,nil
4145,truck,nil
4145,taxi,nil
4146,minibus,nil
4146,tgv,nil
4146,ter,nil
4146,truck,nil
4146,taxi,nil
4147,minibus,nil
4147,tgv,nil
4147,ter,nil
4147,truck,nil
4147,taxi,nil
4148,minibus,nil
4148,tgv,nil
4148,ter,nil
4148,truck,nil
4148,taxi,nil
4149,minibus,nil
4149,tgv,nil
4149,ter,nil
4149,truck,nil
4149,taxi,nil
4150,minibus,nil
4150,tgv,nil
4150,ter,nil
4150,truck,nil
4150,taxi,nil
4151,minibus,nil
4151,tgv,nil
4151,ter,nil
4151,truck,nil
4151,taxi,nil
4152,minibus,nil
4152,tgv,nil
4152,ter,nil
4152,truck,nil
4152,taxi,nil
4153,minibus,nil
4153,tgv,nil
4153,ter,nil
4153,truck,nil
4153,taxi,nil
4154,minibus,nil
4154,tgv,nil
4154,ter,nil
4154,truck,nil
4154,taxi,nil
4155,minibus,nil
4155,tgv,nil
4155,ter,nil
4155,truck,nil
4155,taxi,nil
4156,minibus,nil
4156,tgv,nil
4156,ter,nil
4156,truck,nil
4156,taxi,nil
4157,minibus,nil
4157,tgv,nil
4157,ter,nil
4157,truck,nil
4157,taxi,nil
4158,minibus,nil
4158,tgv,nil
4158,ter,nil
4158,truck,nil
4158,taxi,nil
4159,minibus,nil
4159,tgv,nil
4159,ter,nil
4159,truck,nil
4159,taxi,nil
4160,minibus,nil
4160,tgv,nil
4160,ter,nil
4160,truck,nil
4160,taxi,nil
4161,minibus,nil
4161,tgv,nil
4161,ter,nil
4161,truck,nil
4161,taxi,nil
4162,minibus,nil
4162,tgv,nil
4162,ter,nil
4162,truck,nil
4162,taxi,nil
4163,minibus,nil
4163,tgv,nil
4163,ter,nil
4163,truck,nil
4163,taxi,nil
4164,minibus,nil
4164,tgv,nil
4164,ter,nil
4164,truck,nil
4164,taxi,nil
4165,minibus,nil
4165,tgv,nil
4165,ter,nil
4165,truck,nil
4165,taxi,nil
4166,minibus,nil
4166,tgv,nil
4166,ter,nil
4166,truck,nil
4166,taxi,nil
4167,minibus,nil
4167,tgv,nil
4167,ter,nil
4167,truck,nil
4167,taxi,nil
4168,minibus,nil
4168,tgv,nil
4168,ter,nil
4168,truck,nil
4168,taxi,nil
4169,minibus,nil
4169,tgv,nil
4169,ter,nil
4169,truck,nil
4169,taxi,nil
4170,minibus,nil
4170,tgv,nil
4170,ter,nil
4170,truck,nil
4170,taxi,nil
4171,minibus,nil
4171,tgv,nil
4171,ter,nil
4171,truck,nil
4171,taxi,nil
4172,minibus,nil
4172,tgv,nil
4172,ter,nil
4172,truck,nil
4172,taxi,nil
4173,minibus,nil
4173,tgv,nil
4173,ter,nil
4173,truck,nil
4173,taxi,nil
4174,minibus,nil
4174,tgv,nil
4174,ter,nil
4174,truck,nil
4174,taxi,nil
4175,minibus,nil
4175,tgv,nil
4175,ter,nil
4175,truck,nil
4175,taxi,nil
4176,minibus,nil
4176,tgv,nil
4176,ter,nil
4176,truck,nil
4176,taxi,nil
4177,minibus,nil
4177,tgv,nil
4177,ter,nil
4177,truck,nil
4177,taxi,nil
4178,minibus,nil
4178,tgv,nil
4178,ter,nil
4178,truck,nil
4178,taxi,nil
4179,minibus,nil
4179,tgv,nil
4179,ter,nil
4179,truck,nil
4179,taxi,nil
4180,minibus,nil
4180,tgv,nil
4180,ter,nil
4180,truck,nil
4180,taxi,nil
4181,minibus,nil
4181,tgv,nil
4181,ter,nil
4181,truck,nil
4181,taxi,nil
4182,minibus,nil
4182,tgv,nil
4182,ter,nil
4182,truck,nil
4182,taxi,nil
4183,minibus,nil
4183,tgv,nil
4183,ter,nil
4183,truck,nil
4183,taxi,nil
4184,minibus,nil
4184,tgv,nil
4184,ter,nil
4184,truck,nil
4184,taxi,nil
4185,minibus,nil
4185,tgv,nil
4185,ter,nil
4185,truck,nil
4185,taxi,nil
4186,minibus,nil
4186,tgv,nil
4186,ter,nil
4186,truck,nil
4186,taxi,nil
4187,minibus,nil
4187,tgv,nil
4187,ter,nil
4187,truck,nil
4187,taxi,nil
4188,minibus,nil
4188,tgv,nil
4188,ter,nil
4188,truck,nil
4188,taxi,nil
4189,minibus,nil
4189,tgv,nil
4189,ter,nil
4189,truck,nil
4189,taxi,nil
4190,minibus,nil
4190,tgv,nil
4190,ter,nil
4190,truck,nil
4190,taxi,nil
4191,minibus,nil
4191,tgv,nil
4191,ter,nil
4191,truck,nil
4191,taxi,nil
4192,minibus,nil
4192,tgv,nil
4192,ter,nil
4192,truck,nil
4192,taxi,nil
4193,minibus,nil
4193,tgv,nil
4193,ter,nil
4193,truck,nil
4193,taxi,nil
4194,minibus,nil
4194,tgv,nil
4194,ter,nil
4194,truck,nil
4194,taxi,nil
4195,minibus,nil
4195,tgv,nil
4195,ter,nil
4195,truck,nil
4195,taxi,nil
4196,minibus,nil
4196,tgv,nil
4196,ter,nil
4196,truck,nil
4196,taxi,nil
4197,minibus,nil
4197,tgv,nil
4197,ter,nil
4197,truck,nil
4197,taxi,nil
4198,minibus,nil
4198,tgv,nil
4198,ter,nil
4198,truck,nil
4198,taxi,nil
4199,minibus,nil
4199,tgv,nil
4199,ter,nil
4199,truck,nil
4199,taxi,nil
4200,minibus,nil
4200,tgv,nil
4200,ter,nil
4200,truck,nil
4200,taxi,nil
4201,minibus,nil
4201,tgv,nil
4201,ter,nil
4201,truck,nil
4201,taxi,nil
4202,minibus,nil
4202,tgv,nil
4202,ter,nil
4202,truck,nil
4202,taxi,nil
4203,minibus,nil
4203,tgv,nil
4203,ter,nil
4203,truck,nil
4203,taxi,nil
4204,minibus,nil
4204,tgv,nil
4204,ter,nil
4204,truck,nil
4204,taxi,nil
4205,minibus,nil
4205,tgv,nil
4205,ter,nil
4205,truck,nil
4205,taxi,nil
4206,minibus,nil
4206,tgv,nil
4206,ter,nil
4206,truck,nil
4206,taxi,nil
4207,minibus,nil
4207,tgv,nil
4207,ter,nil
4207,truck,nil
4207,taxi,nil
4208,minibus,nil
4208,tgv,nil
4208,ter,nil
4208,truck,nil
4208,taxi,nil
4209,minibus,nil
4209,tgv,nil
4209,ter,nil
4209,truck,nil
4209,taxi,nil
4210,minibus,nil
4210,tgv,nil
4210,ter,nil
4210,truck,nil
4210,taxi,nil
4211,minibus,nil
4211,tgv,nil
4211,ter,nil
4211,truck,nil
4211,taxi,nil
4212,minibus,nil
4212,tgv,nil
4212,ter,nil
4212,truck,nil
4212,taxi,nil
4213,minibus,nil
4213,tgv,nil
4213,ter,nil
4213,truck,nil
4213,taxi,nil
4214,minibus,nil
4214,tgv,nil
4214,ter,nil
4214,truck,nil
4214,taxi,nil
4215,minibus,nil
4215,tgv,nil
4215,ter,nil
4215,truck,nil
4215,taxi,nil
4216,minibus,nil
4216,tgv,nil
4216,ter,nil
4216,truck,nil
4216,taxi,nil
4217,minibus,nil
4217,tgv,nil
4217,ter,nil
4217,truck,nil
4217,taxi,nil
4218,minibus,nil
4218,tgv,nil
4218,ter,nil
4218,truck,nil
4218,taxi,nil
4219,minibus,nil
4219,tgv,nil
4219,ter,nil
4219,truck,nil
4219,taxi,nil
4220,minibus,nil
4220,tgv,nil
4220,ter,nil
4220,truck,nil
4220,taxi,nil
4221,minibus,nil
4221,tgv,nil
4221,ter,nil
4221,truck,nil
4221,taxi,nil
4222,minibus,nil
4222,tgv,nil
4222,ter,nil
4222,truck,nil
4222,taxi,nil
4223,minibus,nil
4223,tgv,nil
4223,ter,nil
4223,truck,nil
4223,taxi,nil
4224,minibus,nil
4224,tgv,nil
4224,ter,nil
4224,truck,nil
4224,taxi,nil
4225,minibus,nil
4225,tgv,nil
4225,ter,nil
4225,truck,nil
4225,taxi,nil
4226,minibus,nil
4226,tgv,nil
4226,ter,nil
4226,truck,nil
4226,taxi,nil
4227,minibus,nil
4227,tgv,nil
4227,ter,nil
4227,truck,nil
4227,taxi,nil
4228,minibus,nil
4228,tgv,nil
4228,ter,nil
4228,truck,nil
4228,taxi,nil
4229,minibus,nil
4229,tgv,nil
4229,ter,nil
4229,truck,nil
4229,taxi,nil
4230,minibus,nil
4230,tgv,nil
4230,ter,nil
4230,truck,nil
4230,taxi,nil
4231,minibus,nil
4231,tgv,nil
4231,ter,nil
4231,truck,nil
4231,taxi,nil
4232,minibus,nil
4232,tgv,nil
4232,ter,nil
4232,truck,nil
4232,taxi,nil
4233,minibus,nil
4233,tgv,nil
4233,ter,nil
4233,truck,nil
4233,taxi,nil
4234,minibus,nil
4234,tgv,nil
4234,ter,nil
4234,truck,nil
4234,taxi,nil
4235,minibus,nil
4235,tgv,nil
4235,ter,nil
4235,truck,nil
4235,taxi,nil
4236,minibus,nil
4236,tgv,nil
4236,ter,nil
4236,truck,nil
4236,taxi,nil
4237,minibus,nil
4237,tgv,nil
4237,ter,nil
4237,truck,nil
4237,taxi,nil
4238,minibus,nil
4238,tgv,nil
4238,ter,nil
4238,truck,nil
4238,taxi,nil
4239,minibus,nil
4239,tgv,nil
4239,ter,nil
4239,truck,nil
4239,taxi,nil
4240,minibus,nil
4240,tgv,nil
4240,ter,nil
4240,truck,nil
4240,taxi,nil
4241,minibus,nil
4241,tgv,nil
4241,ter,nil
4241,truck,nil
4241,taxi,nil
4242,minibus,nil
4242,tgv,nil
4242,ter,nil
4242,truck,nil
4242,taxi,nil
4243,minibus,nil
4243,tgv,nil
4243,ter,nil
4243,truck,nil
4243,taxi,nil
4244,minibus,nil
4244,tgv,nil
4244,ter,nil
4244,truck,nil
4244,taxi,nil
4245,minibus,nil
4245,tgv,nil
4245,ter,nil
4245,truck,nil
4245,taxi,nil
4246,minibus,nil
4246,tgv,nil
4246,ter,nil
4246,truck,nil
4246,taxi,nil
4247,minibus,nil
4247,tgv,nil
4247,ter,nil
4247,truck,nil
4247,taxi,nil
4248,minibus,nil
4248,tgv,nil
4248,ter,nil
4248,truck,nil
4248,taxi,nil
4249,minibus,nil
4249,tgv,nil
4249,ter,nil
4249,truck,nil
4249,taxi,nil
4250,minibus,nil
4250,tgv,nil
4250,ter,nil
4250,truck,nil
4250,taxi,nil
4251,minibus,nil
4251,tgv,nil
4251,ter,nil
4251,truck,nil
4251,taxi,nil
4252,minibus,nil
4252,tgv,nil
4252,ter,nil
4252,truck,nil
4252,taxi,nil
4253,minibus,nil
4253,tgv,nil
4253,ter,nil
4253,truck,nil
4253,taxi,nil
4254,minibus,nil
4254,tgv,nil
4254,ter,nil
4254,truck,nil
4254,taxi,nil
4255,minibus,nil
4255,tgv,nil
4255,ter,nil
4255,truck,nil
4255,taxi,nil
4256,minibus,nil
4256,tgv,nil
4256,ter,nil
4256,truck,nil
4256,taxi,nil
4257,minibus,nil
4257,tgv,nil
4257,ter,nil
4257,truck,nil
4257,taxi,nil
4258,minibus,nil
4258,tgv,nil
4258,ter,nil
4258,truck,nil
4258,taxi,nil
4259,minibus,nil
4259,tgv,nil
4259,ter,nil
4259,truck,nil
4259,taxi,nil
4260,minibus,nil
4260,tgv,nil
4260,ter,nil
4260,truck,nil
4260,taxi,nil
4261,minibus,nil
4261,tgv,nil
4261,ter,nil
4261,truck,nil
4261,taxi,nil
4262,minibus,nil
4262,tgv,nil
4262,ter,nil
4262,truck,nil
4262,taxi,nil
4263,minibus,nil
4263,tgv,nil
4263,ter,nil
4263,truck,nil
4263,taxi,nil
4264,minibus,nil
4264,tgv,nil
4264,ter,nil
4264,truck,nil
4264,taxi,nil
4265,minibus,nil
4265,tgv,nil
4265,ter,nil
4265,truck,nil
4265,taxi,nil
4266,minibus,nil
4266,tgv,nil
4266,ter,nil
4266,truck,nil
