cycle,c,tick_production_Tc
2733,taxi,nil
2734,minibus,nil
2734,tgv,nil
2734,ter,nil
2734,truck,nil
2734,taxi,nil
2735,minibus,nil
2735,tgv,nil
2735,ter,nil
2735,truck,nil
2735,taxi,nil
2736,minibus,nil
2736,tgv,nil
2736,ter,nil
2736,truck,nil
2736,taxi,nil
2737,minibus,nil
2737,tgv,nil
2737,ter,nil
2737,truck,nil
2737,taxi,nil
2738,minibus,nil
2738,tgv,nil
2738,ter,nil
2738,truck,nil
2738,taxi,nil
2739,minibus,nil
2739,tgv,nil
2739,ter,nil
2739,truck,nil
2739,taxi,nil
2740,minibus,nil
2740,tgv,nil
2740,ter,nil
2740,truck,nil
2740,taxi,nil
2741,minibus,nil
2741,tgv,nil
2741,ter,nil
2741,truck,nil
2741,taxi,nil
2742,minibus,nil
2742,tgv,nil
2742,ter,nil
2742,truck,nil
2742,taxi,nil
2743,minibus,nil
2743,tgv,nil
2743,ter,nil
2743,truck,nil
2743,taxi,nil
2744,minibus,nil
2744,tgv,nil
2744,ter,nil
2744,truck,nil
2744,taxi,nil
2745,minibus,nil
2745,tgv,nil
2745,ter,nil
2745,truck,nil
2745,taxi,nil
2746,minibus,nil
2746,tgv,nil
2746,ter,nil
2746,truck,nil
2746,taxi,nil
2747,minibus,nil
2747,tgv,nil
2747,ter,nil
2747,truck,nil
2747,taxi,nil
2748,minibus,nil
2748,tgv,nil
2748,ter,nil
2748,truck,nil
2748,taxi,nil
2749,minibus,nil
2749,tgv,nil
2749,ter,nil
2749,truck,nil
2749,taxi,nil
2750,minibus,nil
2750,tgv,nil
2750,ter,nil
2750,truck,nil
2750,taxi,nil
2751,minibus,nil
2751,tgv,nil
2751,ter,nil
2751,truck,nil
2751,taxi,nil
2752,minibus,nil
2752,tgv,nil
2752,ter,nil
2752,truck,nil
2752,taxi,nil
2753,minibus,nil
2753,tgv,nil
2753,ter,nil
2753,truck,nil
2753,taxi,nil
2754,minibus,nil
2754,tgv,nil
2754,ter,nil
2754,truck,nil
2754,taxi,nil
2755,minibus,nil
2755,tgv,nil
2755,ter,nil
2755,truck,nil
2755,taxi,nil
2756,minibus,nil
2756,tgv,nil
2756,ter,nil
2756,truck,nil
2756,taxi,nil
2757,minibus,nil
2757,tgv,nil
2757,ter,nil
2757,truck,nil
2757,taxi,nil
2758,minibus,nil
2758,tgv,nil
2758,ter,nil
2758,truck,nil
2758,taxi,nil
2759,minibus,nil
2759,tgv,nil
2759,ter,nil
2759,truck,nil
2759,taxi,nil
2760,minibus,nil
2760,tgv,nil
2760,ter,nil
2760,truck,nil
2760,taxi,nil
2761,minibus,nil
2761,tgv,nil
2761,ter,nil
2761,truck,nil
2761,taxi,nil
2762,minibus,nil
2762,tgv,nil
2762,ter,nil
2762,truck,nil
2762,taxi,nil
2763,minibus,nil
2763,tgv,nil
2763,ter,nil
2763,truck,nil
2763,taxi,nil
2764,minibus,nil
2764,tgv,nil
2764,ter,nil
2764,truck,nil
2764,taxi,nil
2765,minibus,nil
2765,tgv,nil
2765,ter,nil
2765,truck,nil
2765,taxi,nil
2766,minibus,nil
2766,tgv,nil
2766,ter,nil
2766,truck,nil
2766,taxi,nil
2767,minibus,nil
2767,tgv,nil
2767,ter,nil
2767,truck,nil
2767,taxi,nil
2768,minibus,nil
2768,tgv,nil
2768,ter,nil
2768,truck,nil
2768,taxi,nil
2769,minibus,nil
2769,tgv,nil
2769,ter,nil
2769,truck,nil
2769,taxi,nil
2770,minibus,nil
2770,tgv,nil
2770,ter,nil
2770,truck,nil
2770,taxi,nil
2771,minibus,nil
2771,tgv,nil
2771,ter,nil
2771,truck,nil
2771,taxi,nil
2772,minibus,nil
2772,tgv,nil
2772,ter,nil
2772,truck,nil
2772,taxi,nil
2773,minibus,nil
2773,tgv,nil
2773,ter,nil
2773,truck,nil
2773,taxi,nil
2774,minibus,nil
2774,tgv,nil
2774,ter,nil
2774,truck,nil
2774,taxi,nil
2775,minibus,nil
2775,tgv,nil
2775,ter,nil
2775,truck,nil
2775,taxi,nil
2776,minibus,nil
2776,tgv,nil
2776,ter,nil
2776,truck,nil
2776,taxi,nil
2777,minibus,nil
2777,tgv,nil
2777,ter,nil
2777,truck,nil
2777,taxi,nil
2778,minibus,nil
2778,tgv,nil
2778,ter,nil
2778,truck,nil
2778,taxi,nil
2779,minibus,nil
2779,tgv,nil
2779,ter,nil
2779,truck,nil
2779,taxi,nil
2780,minibus,nil
2780,tgv,nil
2780,ter,nil
2780,truck,nil
2780,taxi,nil
2781,minibus,nil
2781,tgv,nil
2781,ter,nil
2781,truck,nil
2781,taxi,nil
2782,minibus,nil
2782,tgv,nil
2782,ter,nil
2782,truck,nil
2782,taxi,nil
2783,minibus,nil
2783,tgv,nil
2783,ter,nil
2783,truck,nil
2783,taxi,nil
2784,minibus,nil
2784,tgv,nil
2784,ter,nil
2784,truck,nil
2784,taxi,nil
2785,minibus,nil
2785,tgv,nil
2785,ter,nil
2785,truck,nil
2785,taxi,nil
2786,minibus,nil
2786,tgv,nil
2786,ter,nil
2786,truck,nil
2786,taxi,nil
2787,minibus,nil
2787,tgv,nil
2787,ter,nil
2787,truck,nil
2787,taxi,nil
2788,minibus,nil
2788,tgv,nil
2788,ter,nil
2788,truck,nil
2788,taxi,nil
2789,minibus,nil
2789,tgv,nil
2789,ter,nil
2789,truck,nil
2789,taxi,nil
2790,minibus,nil
2790,tgv,nil
2790,ter,nil
2790,truck,nil
2790,taxi,nil
2791,minibus,nil
2791,tgv,nil
2791,ter,nil
2791,truck,nil
2791,taxi,nil
2792,minibus,nil
2792,tgv,nil
2792,ter,nil
2792,truck,nil
2792,taxi,nil
2793,minibus,nil
2793,tgv,nil
2793,ter,nil
2793,truck,nil
2793,taxi,nil
2794,minibus,nil
2794,tgv,nil
2794,ter,nil
2794,truck,nil
2794,taxi,nil
2795,minibus,nil
2795,tgv,nil
2795,ter,nil
2795,truck,nil
2795,taxi,nil
2796,minibus,nil
2796,tgv,nil
2796,ter,nil
2796,truck,nil
2796,taxi,nil
2797,minibus,nil
2797,tgv,nil
2797,ter,nil
2797,truck,nil
2797,taxi,nil
2798,minibus,nil
2798,tgv,nil
2798,ter,nil
2798,truck,nil
2798,taxi,nil
2799,minibus,nil
2799,tgv,nil
2799,ter,nil
2799,truck,nil
2799,taxi,nil
2800,minibus,nil
2800,tgv,nil
2800,ter,nil
2800,truck,nil
2800,taxi,nil
2801,minibus,nil
2801,tgv,nil
2801,ter,nil
2801,truck,nil
2801,taxi,nil
2802,minibus,nil
2802,tgv,nil
2802,ter,nil
2802,truck,nil
2802,taxi,nil
2803,minibus,nil
2803,tgv,nil
2803,ter,nil
2803,truck,nil
2803,taxi,nil
2804,minibus,nil
2804,tgv,nil
2804,ter,nil
2804,truck,nil
2804,taxi,nil
2805,minibus,nil
2805,tgv,nil
2805,ter,nil
2805,truck,nil
2805,taxi,nil
2806,minibus,nil
2806,tgv,nil
2806,ter,nil
2806,truck,nil
2806,taxi,nil
2807,minibus,nil
2807,tgv,nil
2807,ter,nil
2807,truck,nil
2807,taxi,nil
2808,minibus,nil
2808,tgv,nil
2808,ter,nil
2808,truck,nil
2808,taxi,nil
2809,minibus,nil
2809,tgv,nil
2809,ter,nil
2809,truck,nil
2809,taxi,nil
2810,minibus,nil
2810,tgv,nil
2810,ter,nil
2810,truck,nil
2810,taxi,nil
2811,minibus,nil
2811,tgv,nil
2811,ter,nil
2811,truck,nil
2811,taxi,nil
2812,minibus,nil
2812,tgv,nil
2812,ter,nil
2812,truck,nil
2812,taxi,nil
2813,minibus,nil
2813,tgv,nil
2813,ter,nil
2813,truck,nil
2813,taxi,nil
2814,minibus,nil
2814,tgv,nil
2814,ter,nil
2814,truck,nil
2814,taxi,nil
2815,minibus,nil
2815,tgv,nil
2815,ter,nil
2815,truck,nil
2815,taxi,nil
2816,minibus,nil
2816,tgv,nil
2816,ter,nil
2816,truck,nil
2816,taxi,nil
2817,minibus,nil
2817,tgv,nil
2817,ter,nil
2817,truck,nil
2817,taxi,nil
2818,minibus,nil
2818,tgv,nil
2818,ter,nil
2818,truck,nil
2818,taxi,nil
2819,minibus,nil
2819,tgv,nil
2819,ter,nil
2819,truck,nil
2819,taxi,nil
2820,minibus,nil
2820,tgv,nil
2820,ter,nil
2820,truck,nil
2820,taxi,nil
2821,minibus,nil
2821,tgv,nil
2821,ter,nil
2821,truck,nil
2821,taxi,nil
2822,minibus,nil
2822,tgv,nil
2822,ter,nil
2822,truck,nil
2822,taxi,nil
2823,minibus,nil
2823,tgv,nil
2823,ter,nil
2823,truck,nil
2823,taxi,nil
2824,minibus,nil
2824,tgv,nil
2824,ter,nil
2824,truck,nil
2824,taxi,nil
2825,minibus,nil
2825,tgv,nil
2825,ter,nil
2825,truck,nil
2825,taxi,nil
2826,minibus,nil
2826,tgv,nil
2826,ter,nil
2826,truck,nil
2826,taxi,nil
2827,minibus,nil
2827,tgv,nil
2827,ter,nil
2827,truck,nil
2827,taxi,nil
2828,minibus,nil
2828,tgv,nil
2828,ter,nil
2828,truck,nil
2828,taxi,nil
2829,minibus,nil
2829,tgv,nil
2829,ter,nil
2829,truck,nil
2829,taxi,nil
2830,minibus,nil
2830,tgv,nil
2830,ter,nil
2830,truck,nil
2830,taxi,nil
2831,minibus,nil
2831,tgv,nil
2831,ter,nil
2831,truck,nil
2831,taxi,nil
2832,minibus,nil
2832,tgv,nil
2832,ter,nil
2832,truck,nil
2832,taxi,nil
2833,minibus,nil
2833,tgv,nil
2833,ter,nil
2833,truck,nil
2833,taxi,nil
2834,minibus,nil
2834,tgv,nil
2834,ter,nil
2834,truck,nil
2834,taxi,nil
2835,minibus,nil
2835,tgv,nil
2835,ter,nil
2835,truck,nil
2835,taxi,nil
2836,minibus,nil
2836,tgv,nil
2836,ter,nil
2836,truck,nil
2836,taxi,nil
2837,minibus,nil
2837,tgv,nil
2837,ter,nil
2837,truck,nil
2837,taxi,nil
2838,minibus,nil
2838,tgv,nil
2838,ter,nil
2838,truck,nil
2838,taxi,nil
2839,minibus,nil
2839,tgv,nil
2839,ter,nil
2839,truck,nil
2839,taxi,nil
2840,minibus,nil
2840,tgv,nil
2840,ter,nil
2840,truck,nil
2840,taxi,nil
2841,minibus,nil
2841,tgv,nil
2841,ter,nil
2841,truck,nil
2841,taxi,nil
2842,minibus,nil
2842,tgv,nil
2842,ter,nil
2842,truck,nil
2842,taxi,nil
2843,minibus,nil
2843,tgv,nil
2843,ter,nil
2843,truck,nil
2843,taxi,nil
2844,minibus,nil
2844,tgv,nil
2844,ter,nil
2844,truck,nil
2844,taxi,nil
2845,minibus,nil
2845,tgv,nil
2845,ter,nil
2845,truck,nil
2845,taxi,nil
2846,minibus,nil
2846,tgv,nil
2846,ter,nil
2846,truck,nil
2846,taxi,nil
2847,minibus,nil
2847,tgv,nil
2847,ter,nil
2847,truck,nil
2847,taxi,nil
2848,minibus,nil
2848,tgv,nil
2848,ter,nil
2848,truck,nil
2848,taxi,nil
2849,minibus,nil
2849,tgv,nil
2849,ter,nil
2849,truck,nil
2849,taxi,nil
2850,minibus,nil
2850,tgv,nil
2850,ter,nil
2850,truck,nil
2850,taxi,nil
2851,minibus,nil
2851,tgv,nil
2851,ter,nil
2851,truck,nil
2851,taxi,nil
2852,minibus,nil
2852,tgv,nil
2852,ter,nil
2852,truck,nil
2852,taxi,nil
2853,minibus,nil
2853,tgv,nil
2853,ter,nil
2853,truck,nil
2853,taxi,nil
2854,minibus,nil
2854,tgv,nil
2854,ter,nil
2854,truck,nil
2854,taxi,nil
2855,minibus,nil
2855,tgv,nil
2855,ter,nil
2855,truck,nil
2855,taxi,nil
2856,minibus,nil
2856,tgv,nil
2856,ter,nil
2856,truck,nil
2856,taxi,nil
2857,minibus,nil
2857,tgv,nil
2857,ter,nil
2857,truck,nil
2857,taxi,nil
2858,minibus,nil
2858,tgv,nil
2858,ter,nil
2858,truck,nil
2858,taxi,nil
2859,minibus,nil
2859,tgv,nil
2859,ter,nil
2859,truck,nil
2859,taxi,nil
2860,minibus,nil
2860,tgv,nil
2860,ter,nil
2860,truck,nil
2860,taxi,nil
2861,minibus,nil
2861,tgv,nil
2861,ter,nil
2861,truck,nil
2861,taxi,nil
2862,minibus,nil
2862,tgv,nil
2862,ter,nil
2862,truck,nil
2862,taxi,nil
2863,minibus,nil
2863,tgv,nil
2863,ter,nil
2863,truck,nil
2863,taxi,nil
2864,minibus,nil
2864,tgv,nil
2864,ter,nil
2864,truck,nil
2864,taxi,nil
2865,minibus,nil
2865,tgv,nil
2865,ter,nil
2865,truck,nil
2865,taxi,nil
2866,minibus,nil
2866,tgv,nil
2866,ter,nil
2866,truck,nil
2866,taxi,nil
2867,minibus,nil
2867,tgv,nil
2867,ter,nil
2867,truck,nil
2867,taxi,nil
2868,minibus,nil
2868,tgv,nil
2868,ter,nil
2868,truck,nil
2868,taxi,nil
2869,minibus,nil
2869,tgv,nil
2869,ter,nil
2869,truck,nil
2869,taxi,nil
2870,minibus,nil
2870,tgv,nil
2870,ter,nil
2870,truck,nil
2870,taxi,nil
2871,minibus,nil
2871,tgv,nil
2871,ter,nil
2871,truck,nil
2871,taxi,nil
2872,minibus,nil
2872,tgv,nil
2872,ter,nil
2872,truck,nil
2872,taxi,nil
2873,minibus,nil
2873,tgv,nil
2873,ter,nil
2873,truck,nil
2873,taxi,nil
2874,minibus,nil
2874,tgv,nil
2874,ter,nil
2874,truck,nil
2874,taxi,nil
2875,minibus,nil
2875,tgv,nil
2875,ter,nil
2875,truck,nil
2875,taxi,nil
2876,minibus,nil
2876,tgv,nil
2876,ter,nil
2876,truck,nil
2876,taxi,nil
2877,minibus,nil
2877,tgv,nil
2877,ter,nil
2877,truck,nil
2877,taxi,nil
2878,minibus,nil
2878,tgv,nil
2878,ter,nil
2878,truck,nil
2878,taxi,nil
2879,minibus,nil
2879,tgv,nil
2879,ter,nil
2879,truck,nil
2879,taxi,nil
2880,minibus,nil
2880,tgv,nil
2880,ter,nil
2880,truck,nil
2880,taxi,nil
2881,minibus,nil
2881,tgv,nil
2881,ter,nil
2881,truck,nil
2881,taxi,nil
2882,minibus,nil
2882,tgv,nil
2882,ter,nil
2882,truck,nil
2882,taxi,nil
2883,minibus,nil
2883,tgv,nil
2883,ter,nil
2883,truck,nil
2883,taxi,nil
2884,minibus,nil
2884,tgv,nil
2884,ter,nil
2884,truck,nil
2884,taxi,nil
2885,minibus,nil
2885,tgv,nil
2885,ter,nil
2885,truck,nil
2885,taxi,nil
2886,minibus,nil
2886,tgv,nil
2886,ter,nil
2886,truck,nil
2886,taxi,nil
2887,minibus,nil
2887,tgv,nil
2887,ter,nil
2887,truck,nil
2887,taxi,nil
2888,minibus,nil
2888,tgv,nil
2888,ter,nil
2888,truck,nil
2888,taxi,nil
2889,minibus,nil
2889,tgv,nil
2889,ter,nil
2889,truck,nil
2889,taxi,nil
2890,minibus,nil
2890,tgv,nil
2890,ter,nil
2890,truck,nil
2890,taxi,nil
2891,minibus,nil
2891,tgv,nil
2891,ter,nil
2891,truck,nil
2891,taxi,nil
2892,minibus,nil
2892,tgv,nil
2892,ter,nil
2892,truck,nil
2892,taxi,nil
2893,minibus,nil
2893,tgv,nil
2893,ter,nil
2893,truck,nil
2893,taxi,nil
2894,minibus,nil
2894,tgv,nil
2894,ter,nil
2894,truck,nil
2894,taxi,nil
2895,minibus,nil
2895,tgv,nil
2895,ter,nil
2895,truck,nil
2895,taxi,nil
2896,minibus,nil
2896,tgv,nil
2896,ter,nil
2896,truck,nil
2896,taxi,nil
2897,minibus,nil
2897,tgv,nil
2897,ter,nil
2897,truck,nil
2897,taxi,nil
2898,minibus,nil
2898,tgv,nil
2898,ter,nil
2898,truck,nil
2898,taxi,nil
2899,minibus,nil
2899,tgv,nil
2899,ter,nil
2899,truck,nil
2899,taxi,nil
2900,minibus,nil
2900,tgv,nil
2900,ter,nil
2900,truck,nil
2900,taxi,nil
2901,minibus,nil
2901,tgv,nil
2901,ter,nil
2901,truck,nil
2901,taxi,nil
2902,minibus,nil
2902,tgv,nil
2902,ter,nil
2902,truck,nil
2902,taxi,nil
2903,minibus,nil
2903,tgv,nil
2903,ter,nil
2903,truck,nil
2903,taxi,nil
2904,minibus,nil
2904,tgv,nil
2904,ter,nil
2904,truck,nil
2904,taxi,nil
2905,minibus,nil
2905,tgv,nil
2905,ter,nil
2905,truck,nil
2905,taxi,nil
2906,minibus,nil
2906,tgv,nil
2906,ter,nil
2906,truck,nil
2906,taxi,nil
2907,minibus,nil
2907,tgv,nil
2907,ter,nil
2907,truck,nil
2907,taxi,nil
2908,minibus,nil
2908,tgv,nil
2908,ter,nil
2908,truck,nil
2908,taxi,nil
2909,minibus,nil
2909,tgv,nil
2909,ter,nil
2909,truck,nil
2909,taxi,nil
2910,minibus,nil
2910,tgv,nil
2910,ter,nil
2910,truck,nil
2910,taxi,nil
2911,minibus,nil
2911,tgv,nil
2911,ter,nil
2911,truck,nil
2911,taxi,nil
2912,minibus,nil
2912,tgv,nil
2912,ter,nil
2912,truck,nil
2912,taxi,nil
2913,minibus,nil
2913,tgv,nil
2913,ter,nil
2913,truck,nil
2913,taxi,nil
2914,minibus,nil
2914,tgv,nil
2914,ter,nil
2914,truck,nil
2914,taxi,nil
2915,minibus,nil
2915,tgv,nil
2915,ter,nil
2915,truck,nil
2915,taxi,nil
2916,minibus,nil
2916,tgv,nil
2916,ter,nil
2916,truck,nil
2916,taxi,nil
2917,minibus,nil
2917,tgv,nil
2917,ter,nil
2917,truck,nil
2917,taxi,nil
2918,minibus,nil
2918,tgv,nil
2918,ter,nil
2918,truck,nil
2918,taxi,nil
2919,minibus,nil
2919,tgv,nil
2919,ter,nil
2919,truck,nil
2919,taxi,nil
2920,minibus,nil
2920,tgv,nil
2920,ter,nil
2920,truck,nil
2920,taxi,nil
2921,minibus,nil
2921,tgv,nil
2921,ter,nil
2921,truck,nil
2921,taxi,nil
2922,minibus,nil
2922,tgv,nil
2922,ter,nil
2922,truck,nil
2922,taxi,nil
2923,minibus,nil
2923,tgv,nil
2923,ter,nil
2923,truck,nil
2923,taxi,nil
2924,minibus,nil
2924,tgv,nil
2924,ter,nil
2924,truck,nil
2924,taxi,nil
2925,minibus,nil
2925,tgv,nil
2925,ter,nil
2925,truck,nil
2925,taxi,nil
2926,minibus,nil
2926,tgv,nil
2926,ter,nil
2926,truck,nil
2926,taxi,nil
2927,minibus,nil
2927,tgv,nil
2927,ter,nil
2927,truck,nil
2927,taxi,nil
2928,minibus,nil
2928,tgv,nil
2928,ter,nil
2928,truck,nil
2928,taxi,nil
2929,minibus,nil
2929,tgv,nil
2929,ter,nil
2929,truck,nil
2929,taxi,nil
2930,minibus,nil
2930,tgv,nil
2930,ter,nil
2930,truck,nil
2930,taxi,nil
2931,minibus,nil
2931,tgv,nil
2931,ter,nil
2931,truck,nil
2931,taxi,nil
2932,minibus,nil
2932,tgv,nil
2932,ter,nil
2932,truck,nil
2932,taxi,nil
2933,minibus,nil
2933,tgv,nil
2933,ter,nil
2933,truck,nil
2933,taxi,nil
2934,minibus,nil
2934,tgv,nil
2934,ter,nil
2934,truck,nil
2934,taxi,nil
2935,minibus,nil
2935,tgv,nil
2935,ter,nil
2935,truck,nil
2935,taxi,nil
2936,minibus,nil
2936,tgv,nil
2936,ter,nil
2936,truck,nil
2936,taxi,nil
2937,minibus,nil
2937,tgv,nil
2937,ter,nil
2937,truck,nil
2937,taxi,nil
2938,minibus,nil
2938,tgv,nil
2938,ter,nil
2938,truck,nil
2938,taxi,nil
2939,minibus,nil
2939,tgv,nil
2939,ter,nil
2939,truck,nil
2939,taxi,nil
2940,minibus,nil
2940,tgv,nil
2940,ter,nil
2940,truck,nil
2940,taxi,nil
2941,minibus,nil
2941,tgv,nil
2941,ter,nil
2941,truck,nil
2941,taxi,nil
2942,minibus,nil
2942,tgv,nil
2942,ter,nil
2942,truck,nil
2942,taxi,nil
2943,minibus,nil
2943,tgv,nil
2943,ter,nil
2943,truck,nil
2943,taxi,nil
2944,minibus,nil
2944,tgv,nil
2944,ter,nil
2944,truck,nil
2944,taxi,nil
2945,minibus,nil
2945,tgv,nil
2945,ter,nil
2945,truck,nil
2945,taxi,nil
2946,minibus,nil
2946,tgv,nil
2946,ter,nil
2946,truck,nil
2946,taxi,nil
2947,minibus,nil
2947,tgv,nil
2947,ter,nil
2947,truck,nil
2947,taxi,nil
2948,minibus,nil
2948,tgv,nil
2948,ter,nil
2948,truck,nil
2948,taxi,nil
2949,minibus,nil
2949,tgv,nil
2949,ter,nil
2949,truck,nil
2949,taxi,nil
2950,minibus,nil
2950,tgv,nil
2950,ter,nil
2950,truck,nil
2950,taxi,nil
2951,minibus,nil
2951,tgv,nil
2951,ter,nil
2951,truck,nil
2951,taxi,nil
2952,minibus,nil
2952,tgv,nil
2952,ter,nil
2952,truck,nil
2952,taxi,nil
2953,minibus,nil
2953,tgv,nil
2953,ter,nil
2953,truck,nil
2953,taxi,nil
2954,minibus,nil
2954,tgv,nil
2954,ter,nil
2954,truck,nil
2954,taxi,nil
2955,minibus,nil
2955,tgv,nil
2955,ter,nil
2955,truck,nil
2955,taxi,nil
2956,minibus,nil
2956,tgv,nil
2956,ter,nil
2956,truck,nil
2956,taxi,nil
2957,minibus,nil
2957,tgv,nil
2957,ter,nil
2957,truck,nil
2957,taxi,nil
2958,minibus,nil
2958,tgv,nil
2958,ter,nil
2958,truck,nil
2958,taxi,nil
2959,minibus,nil
2959,tgv,nil
2959,ter,nil
2959,truck,nil
2959,taxi,nil
2960,minibus,nil
2960,tgv,nil
2960,ter,nil
2960,truck,nil
2960,taxi,nil
2961,minibus,nil
2961,tgv,nil
2961,ter,nil
2961,truck,nil
2961,taxi,nil
2962,minibus,nil
2962,tgv,nil
2962,ter,nil
2962,truck,nil
2962,taxi,nil
2963,minibus,nil
2963,tgv,nil
2963,ter,nil
2963,truck,nil
2963,taxi,nil
2964,minibus,nil
2964,tgv,nil
2964,ter,nil
2964,truck,nil
2964,taxi,nil
2965,minibus,nil
2965,tgv,nil
2965,ter,nil
2965,truck,nil
2965,taxi,nil
2966,minibus,nil
2966,tgv,nil
2966,ter,nil
2966,truck,nil
2966,taxi,nil
2967,minibus,nil
2967,tgv,nil
2967,ter,nil
2967,truck,nil
2967,taxi,nil
2968,minibus,nil
2968,tgv,nil
2968,ter,nil
2968,truck,nil
2968,taxi,nil
2969,minibus,nil
2969,tgv,nil
2969,ter,nil
2969,truck,nil
2969,taxi,nil
2970,minibus,nil
2970,tgv,nil
2970,ter,nil
2970,truck,nil
2970,taxi,nil
2971,minibus,nil
2971,tgv,nil
2971,ter,nil
2971,truck,nil
2971,taxi,nil
2972,minibus,nil
2972,tgv,nil
2972,ter,nil
2972,truck,nil
2972,taxi,nil
2973,minibus,nil
2973,tgv,nil
2973,ter,nil
2973,truck,nil
2973,taxi,nil
2974,minibus,nil
2974,tgv,nil
2974,ter,nil
2974,truck,nil
2974,taxi,nil
2975,minibus,nil
2975,tgv,nil
2975,ter,nil
2975,truck,nil
2975,taxi,nil
2976,minibus,nil
2976,tgv,nil
2976,ter,nil
2976,truck,nil
2976,taxi,nil
2977,minibus,nil
2977,tgv,nil
2977,ter,nil
2977,truck,nil
2977,taxi,nil
2978,minibus,nil
2978,tgv,nil
2978,ter,nil
2978,truck,nil
2978,taxi,nil
2979,minibus,nil
2979,tgv,nil
2979,ter,nil
2979,truck,nil
2979,taxi,nil
2980,minibus,nil
2980,tgv,nil
2980,ter,nil
2980,truck,nil
2980,taxi,nil
2981,minibus,nil
2981,tgv,nil
2981,ter,nil
2981,truck,nil
2981,taxi,nil
2982,minibus,nil
2982,tgv,nil
2982,ter,nil
2982,truck,nil
2982,taxi,nil
2983,minibus,nil
2983,tgv,nil
2983,ter,nil
2983,truck,nil
2983,taxi,nil
2984,minibus,nil
2984,tgv,nil
2984,ter,nil
2984,truck,nil
2984,taxi,nil
2985,minibus,nil
2985,tgv,nil
2985,ter,nil
2985,truck,nil
2985,taxi,nil
2986,minibus,nil
2986,tgv,nil
2986,ter,nil
2986,truck,nil
2986,taxi,nil
2987,minibus,nil
2987,tgv,nil
2987,ter,nil
2987,truck,nil
2987,taxi,nil
2988,minibus,nil
2988,tgv,nil
2988,ter,nil
2988,truck,nil
2988,taxi,nil
2989,minibus,nil
2989,tgv,nil
2989,ter,nil
2989,truck,nil
2989,taxi,nil
2990,minibus,nil
2990,tgv,nil
2990,ter,nil
2990,truck,nil
2990,taxi,nil
2991,minibus,nil
2991,tgv,nil
2991,ter,nil
2991,truck,nil
2991,taxi,nil
2992,minibus,nil
2992,tgv,nil
2992,ter,nil
2992,truck,nil
2992,taxi,nil
2993,minibus,nil
2993,tgv,nil
2993,ter,nil
2993,truck,nil
2993,taxi,nil
2994,minibus,nil
2994,tgv,nil
2994,ter,nil
2994,truck,nil
2994,taxi,nil
2995,minibus,nil
2995,tgv,nil
2995,ter,nil
2995,truck,nil
2995,taxi,nil
2996,minibus,nil
2996,tgv,nil
2996,ter,nil
2996,truck,nil
2996,taxi,nil
2997,minibus,nil
2997,tgv,nil
2997,ter,nil
2997,truck,nil
2997,taxi,nil
2998,minibus,nil
2998,tgv,nil
2998,ter,nil
2998,truck,nil
2998,taxi,nil
2999,minibus,nil
2999,tgv,nil
2999,ter,nil
2999,truck,nil
2999,taxi,nil
3000,minibus,nil
3000,tgv,nil
3000,ter,nil
3000,truck,nil
3000,taxi,nil
3001,minibus,nil
3001,tgv,nil
3001,ter,nil
3001,truck,nil
3001,taxi,nil
3002,minibus,nil
3002,tgv,nil
3002,ter,nil
3002,truck,nil
3002,taxi,nil
3003,minibus,nil
3003,tgv,nil
3003,ter,nil
3003,truck,nil
3003,taxi,nil
3004,minibus,nil
3004,tgv,nil
3004,ter,nil
3004,truck,nil
3004,taxi,nil
3005,minibus,nil
3005,tgv,nil
3005,ter,nil
3005,truck,nil
3005,taxi,nil
3006,minibus,nil
3006,tgv,nil
3006,ter,nil
3006,truck,nil
3006,taxi,nil
3007,minibus,nil
3007,tgv,nil
3007,ter,nil
3007,truck,nil
3007,taxi,nil
3008,minibus,nil
3008,tgv,nil
3008,ter,nil
3008,truck,nil
3008,taxi,nil
3009,minibus,nil
3009,tgv,nil
3009,ter,nil
3009,truck,nil
3009,taxi,nil
3010,minibus,nil
3010,tgv,nil
3010,ter,nil
3010,truck,nil
3010,taxi,nil
3011,minibus,nil
3011,tgv,nil
3011,ter,nil
3011,truck,nil
3011,taxi,nil
3012,minibus,nil
3012,tgv,nil
3012,ter,nil
3012,truck,nil
3012,taxi,nil
3013,minibus,nil
3013,tgv,nil
3013,ter,nil
3013,truck,nil
3013,taxi,nil
3014,minibus,nil
3014,tgv,nil
3014,ter,nil
3014,truck,nil
3014,taxi,nil
3015,minibus,nil
3015,tgv,nil
3015,ter,nil
3015,truck,nil
3015,taxi,nil
3016,minibus,nil
3016,tgv,nil
3016,ter,nil
3016,truck,nil
3016,taxi,nil
3017,minibus,nil
3017,tgv,nil
3017,ter,nil
3017,truck,nil
3017,taxi,nil
3018,minibus,nil
3018,tgv,nil
3018,ter,nil
3018,truck,nil
3018,taxi,nil
3019,minibus,nil
3019,tgv,nil
3019,ter,nil
3019,truck,nil
3019,taxi,nil
3020,minibus,nil
3020,tgv,nil
3020,ter,nil
3020,truck,nil
3020,taxi,nil
3021,minibus,nil
3021,tgv,nil
3021,ter,nil
3021,truck,nil
3021,taxi,nil
3022,minibus,nil
3022,tgv,nil
3022,ter,nil
3022,truck,nil
3022,taxi,nil
3023,minibus,nil
3023,tgv,nil
3023,ter,nil
3023,truck,nil
3023,taxi,nil
3024,minibus,nil
3024,tgv,nil
3024,ter,nil
3024,truck,nil
3024,taxi,nil
