cycle,o,tick_production_Uo
221,modular house,228.0
221,modular house extension,3.0
221,wooden house,545.0
221,plastic factory,31.0
221,company,115.0
221,leisure,0.0
221,school,75.0
222,modular house,232.0
222,modular house extension,0.0
222,wooden house,514.0
222,plastic factory,31.0
222,company,119.0
222,leisure,0.0
222,school,66.0
223,modular house,243.0
223,modular house extension,6.0
223,wooden house,491.0
223,plastic factory,30.0
223,company,114.0
223,leisure,0.0
223,school,69.0
224,modular house,265.0
224,modular house extension,0.0
224,wooden house,442.0
224,plastic factory,29.0
224,company,109.0
224,leisure,0.0
224,school,73.0
225,modular house,282.0
225,modular house extension,0.0
225,wooden house,386.0
225,plastic factory,29.0
225,company,102.0
225,leisure,0.0
225,school,73.0
226,modular house,270.0
226,modular house extension,3.0
226,wooden house,333.0
226,plastic factory,30.0
226,company,96.0
226,leisure,0.0
226,school,74.0
227,modular house,229.0
227,modular house extension,7.0
227,wooden house,284.0
227,plastic factory,29.0
227,company,89.0
227,leisure,0.0
227,school,63.0
228,modular house,251.0
228,modular house extension,3.0
228,wooden house,241.0
228,plastic factory,29.0
228,company,97.0
228,leisure,0.0
228,school,59.0
229,modular house,244.0
229,modular house extension,6.0
229,wooden house,200.0
229,plastic factory,28.0
229,company,116.0
229,leisure,0.0
229,school,54.0
230,modular house,259.0
230,modular house extension,0.0
230,wooden house,162.0
230,plastic factory,28.0
230,company,116.0
230,leisure,0.0
230,school,62.0
231,modular house,238.0
231,modular house extension,12.0
231,wooden house,133.0
231,plastic factory,29.0
231,company,111.0
231,leisure,0.0
231,school,64.0
232,modular house,230.0
232,modular house extension,3.0
232,wooden house,109.0
232,plastic factory,29.0
232,company,103.0
232,leisure,0.0
232,school,59.0
233,modular house,256.0
233,modular house extension,6.0
233,wooden house,103.0
233,plastic factory,28.0
233,company,103.0
233,leisure,0.0
233,school,59.0
234,modular house,230.0
234,modular house extension,6.0
234,wooden house,99.0
234,plastic factory,26.0
234,company,96.0
234,leisure,0.0
234,school,61.0
235,modular house,268.0
235,modular house extension,3.0
235,wooden house,120.0
235,plastic factory,26.0
235,company,98.0
235,leisure,0.0
235,school,56.0
236,modular house,236.0
236,modular house extension,0.0
236,wooden house,147.0
236,plastic factory,26.0
236,company,103.0
236,leisure,0.0
236,school,55.0
237,modular house,236.0
237,modular house extension,3.0
237,wooden house,191.0
237,plastic factory,25.0
237,company,108.0
237,leisure,0.0
237,school,56.0
238,modular house,269.0
238,modular house extension,9.0
238,wooden house,226.0
238,plastic factory,27.0
238,company,100.0
238,leisure,0.0
238,school,56.0
239,modular house,244.0
239,modular house extension,0.0
239,wooden house,279.0
239,plastic factory,26.0
239,company,102.0
239,leisure,0.0
239,school,61.0
240,modular house,272.0
240,modular house extension,3.0
240,wooden house,326.0
240,plastic factory,25.0
240,company,103.0
240,leisure,0.0
240,school,65.0
241,modular house,255.0
241,modular house extension,0.0
241,wooden house,368.0
241,plastic factory,25.0
241,company,111.0
241,leisure,0.0
241,school,70.0
242,modular house,243.0
242,modular house extension,3.0
242,wooden house,413.0
242,plastic factory,24.0
242,company,109.0
242,leisure,0.0
242,school,60.0
243,modular house,253.0
243,modular house extension,6.0
243,wooden house,448.0
243,plastic factory,24.0
243,company,97.0
243,leisure,0.0
243,school,60.0
244,modular house,234.0
244,modular house extension,3.0
244,wooden house,486.0
244,plastic factory,23.0
244,company,99.0
244,leisure,0.0
244,school,64.0
245,modular house,230.0
245,modular house extension,9.0
245,wooden house,503.0
245,plastic factory,25.0
245,company,103.0
245,leisure,0.0
245,school,65.0
246,modular house,253.0
246,modular house extension,9.0
246,wooden house,543.0
246,plastic factory,25.0
246,company,113.0
246,leisure,0.0
246,school,70.0
247,modular house,236.0
247,modular house extension,6.0
247,wooden house,562.0
247,plastic factory,27.0
247,company,107.0
247,leisure,0.0
247,school,74.0
248,modular house,242.0
248,modular house extension,3.0
248,wooden house,555.0
248,plastic factory,33.0
248,company,106.0
248,leisure,0.0
248,school,77.0
249,modular house,246.0
249,modular house extension,7.0
249,wooden house,538.0
249,plastic factory,43.0
249,company,102.0
249,leisure,0.0
249,school,77.0
250,modular house,251.0
250,modular house extension,6.0
250,wooden house,500.0
250,plastic factory,53.0
250,company,92.0
250,leisure,0.0
250,school,77.0
251,modular house,241.0
251,modular house extension,6.0
251,wooden house,478.0
251,plastic factory,66.0
251,company,92.0
251,leisure,0.0
251,school,76.0
252,modular house,248.0
252,modular house extension,3.0
252,wooden house,443.0
252,plastic factory,95.0
252,company,110.0
252,leisure,0.0
252,school,70.0
253,modular house,244.0
253,modular house extension,0.0
253,wooden house,401.0
253,plastic factory,115.0
253,company,119.0
253,leisure,0.0
253,school,69.0
254,modular house,245.0
254,modular house extension,0.0
254,wooden house,360.0
254,plastic factory,137.0
254,company,116.0
254,leisure,0.0
254,school,69.0
255,modular house,238.0
255,modular house extension,3.0
255,wooden house,319.0
255,plastic factory,170.0
255,company,105.0
255,leisure,0.0
255,school,69.0
256,modular house,219.0
256,modular house extension,3.0
256,wooden house,283.0
256,plastic factory,201.0
256,company,104.0
256,leisure,0.0
256,school,67.0
257,modular house,261.0
257,modular house extension,6.0
257,wooden house,235.0
257,plastic factory,230.0
257,company,116.0
257,leisure,0.0
257,school,60.0
258,modular house,240.0
258,modular house extension,4.0
258,wooden house,183.0
258,plastic factory,263.0
258,company,107.0
258,leisure,0.0
258,school,62.0
259,modular house,256.0
259,modular house extension,3.0
259,wooden house,146.0
259,plastic factory,290.0
259,company,109.0
259,leisure,0.0
259,school,59.0
260,modular house,210.0
260,modular house extension,6.0
260,wooden house,129.0
260,plastic factory,313.0
260,company,102.0
260,leisure,0.0
260,school,55.0
261,modular house,238.0
261,modular house extension,7.0
261,wooden house,127.0
261,plastic factory,329.0
261,company,102.0
261,leisure,0.0
261,school,57.0
262,modular house,274.0
262,modular house extension,1.0
262,wooden house,112.0
262,plastic factory,350.0
262,company,97.0
262,leisure,0.0
262,school,54.0
263,modular house,242.0
263,modular house extension,0.0
263,wooden house,120.0
263,plastic factory,359.0
263,company,87.0
263,leisure,0.0
263,school,54.0
264,modular house,236.0
264,modular house extension,10.0
264,wooden house,145.0
264,plastic factory,364.0
264,company,94.0
264,leisure,0.0
264,school,62.0
265,modular house,224.0
265,modular house extension,6.0
265,wooden house,171.0
265,plastic factory,366.0
265,company,98.0
265,leisure,0.0
265,school,58.0
266,modular house,219.0
266,modular house extension,3.0
266,wooden house,211.0
266,plastic factory,368.0
266,company,108.0
266,leisure,0.0
266,school,57.0
267,modular house,250.0
267,modular house extension,3.0
267,wooden house,260.0
267,plastic factory,368.0
267,company,111.0
267,leisure,0.0
267,school,59.0
268,modular house,243.0
268,modular house extension,0.0
268,wooden house,312.0
268,plastic factory,369.0
268,company,113.0
268,leisure,0.0
268,school,60.0
269,modular house,250.0
269,modular house extension,0.0
269,wooden house,364.0
269,plastic factory,372.0
269,company,110.0
269,leisure,0.0
269,school,62.0
270,modular house,250.0
270,modular house extension,6.0
270,wooden house,399.0
270,plastic factory,374.0
270,company,114.0
270,leisure,0.0
270,school,58.0
271,modular house,242.0
271,modular house extension,10.0
271,wooden house,425.0
271,plastic factory,374.0
271,company,98.0
271,leisure,0.0
271,school,60.0
272,modular house,249.0
272,modular house extension,3.0
272,wooden house,454.0
272,plastic factory,374.0
272,company,100.0
272,leisure,0.0
272,school,62.0
273,modular house,242.0
273,modular house extension,11.0
273,wooden house,484.0
273,plastic factory,377.0
273,company,102.0
273,leisure,0.0
273,school,61.0
274,modular house,242.0
274,modular house extension,7.0
274,wooden house,513.0
274,plastic factory,377.0
274,company,103.0
274,leisure,0.0
274,school,61.0
275,modular house,257.0
275,modular house extension,5.0
275,wooden house,521.0
275,plastic factory,378.0
275,company,103.0
275,leisure,0.0
275,school,58.0
276,modular house,247.0
276,modular house extension,6.0
276,wooden house,522.0
276,plastic factory,378.0
276,company,101.0
276,leisure,0.0
276,school,51.0
277,modular house,207.0
277,modular house extension,0.0
277,wooden house,507.0
277,plastic factory,376.0
277,company,113.0
277,leisure,0.0
277,school,64.0
278,modular house,252.0
278,modular house extension,3.0
278,wooden house,486.0
278,plastic factory,376.0
278,company,116.0
278,leisure,0.0
278,school,60.0
279,modular house,241.0
279,modular house extension,0.0
279,wooden house,464.0
279,plastic factory,374.0
279,company,115.0
279,leisure,0.0
279,school,66.0
280,modular house,228.0
280,modular house extension,0.0
280,wooden house,427.0
280,plastic factory,374.0
280,company,111.0
280,leisure,0.0
280,school,69.0
281,modular house,226.0
281,modular house extension,7.0
281,wooden house,404.0
281,plastic factory,375.0
281,company,111.0
281,leisure,0.0
281,school,72.0
282,modular house,274.0
282,modular house extension,12.0
282,wooden house,371.0
282,plastic factory,375.0
282,company,101.0
282,leisure,0.0
282,school,73.0
283,modular house,227.0
283,modular house extension,7.0
283,wooden house,332.0
283,plastic factory,375.0
283,company,110.0
283,leisure,0.0
283,school,74.0
284,modular house,239.0
284,modular house extension,0.0
284,wooden house,298.0
284,plastic factory,376.0
284,company,107.0
284,leisure,0.0
284,school,71.0
285,modular house,248.0
285,modular house extension,14.0
285,wooden house,259.0
285,plastic factory,376.0
285,company,113.0
285,leisure,0.0
285,school,70.0
286,modular house,246.0
286,modular house extension,3.0
286,wooden house,218.0
286,plastic factory,373.0
286,company,102.0
286,leisure,0.0
286,school,70.0
287,modular house,236.0
287,modular house extension,14.0
287,wooden house,192.0
287,plastic factory,372.0
287,company,98.0
287,leisure,0.0
287,school,70.0
288,modular house,249.0
288,modular house extension,9.0
288,wooden house,173.0
288,plastic factory,373.0
288,company,104.0
288,leisure,0.0
288,school,67.0
289,modular house,225.0
289,modular house extension,11.0
289,wooden house,157.0
289,plastic factory,371.0
289,company,107.0
289,leisure,0.0
289,school,61.0
290,modular house,245.0
290,modular house extension,5.0
290,wooden house,133.0
290,plastic factory,369.0
290,company,106.0
290,leisure,0.0
290,school,61.0
291,modular house,229.0
291,modular house extension,3.0
291,wooden house,144.0
291,plastic factory,368.0
291,company,107.0
291,leisure,0.0
291,school,57.0
292,modular house,224.0
292,modular house extension,4.0
292,wooden house,161.0
292,plastic factory,369.0
292,company,102.0
292,leisure,0.0
292,school,52.0
293,modular house,233.0
293,modular house extension,5.0
293,wooden house,181.0
293,plastic factory,367.0
293,company,109.0
293,leisure,0.0
293,school,48.0
294,modular house,220.0
294,modular house extension,1.0
294,wooden house,218.0
294,plastic factory,366.0
294,company,110.0
294,leisure,0.0
294,school,48.0
295,modular house,234.0
295,modular house extension,4.0
295,wooden house,247.0
295,plastic factory,365.0
295,company,112.0
295,leisure,0.0
295,school,48.0
296,modular house,245.0
296,modular house extension,12.0
296,wooden house,280.0
296,plastic factory,360.0
296,company,106.0
296,leisure,0.0
296,school,54.0
297,modular house,237.0
297,modular house extension,1.0
297,wooden house,337.0
297,plastic factory,351.0
297,company,104.0
297,leisure,0.0
297,school,65.0
298,modular house,245.0
298,modular house extension,4.0
298,wooden house,374.0
298,plastic factory,342.0
298,company,106.0
298,leisure,0.0
298,school,64.0
299,modular house,226.0
299,modular house extension,0.0
299,wooden house,407.0
299,plastic factory,333.0
299,company,114.0
299,leisure,0.0
299,school,61.0
300,modular house,245.0
300,modular house extension,0.0
300,wooden house,437.0
300,plastic factory,305.0
300,company,110.0
300,leisure,0.0
300,school,61.0
301,modular house,225.0
301,modular house extension,3.0
301,wooden house,474.0
301,plastic factory,288.0
301,company,116.0
301,leisure,0.0
301,school,57.0
302,modular house,223.0
302,modular house extension,1.0
302,wooden house,477.0
302,plastic factory,266.0
302,company,99.0
302,leisure,0.0
302,school,55.0
303,modular house,230.0
303,modular house extension,4.0
303,wooden house,492.0
303,plastic factory,234.0
303,company,93.0
303,leisure,0.0
303,school,51.0
304,modular house,235.0
304,modular house extension,1.0
304,wooden house,488.0
304,plastic factory,205.0
304,company,91.0
304,leisure,0.0
304,school,53.0
305,modular house,245.0
305,modular house extension,4.0
305,wooden house,487.0
305,plastic factory,179.0
305,company,98.0
305,leisure,0.0
305,school,54.0
306,modular house,246.0
306,modular house extension,10.0
306,wooden house,484.0
306,plastic factory,149.0
306,company,99.0
306,leisure,0.0
306,school,52.0
307,modular house,238.0
307,modular house extension,4.0
307,wooden house,465.0
307,plastic factory,121.0
307,company,101.0
307,leisure,0.0
307,school,56.0
308,modular house,250.0
308,modular house extension,6.0
308,wooden house,430.0
308,plastic factory,96.0
308,company,103.0
308,leisure,0.0
308,school,59.0
309,modular house,254.0
309,modular house extension,0.0
309,wooden house,399.0
309,plastic factory,77.0
309,company,111.0
309,leisure,0.0
309,school,55.0
310,modular house,220.0
310,modular house extension,0.0
310,wooden house,370.0
310,plastic factory,56.0
310,company,107.0
310,leisure,0.0
310,school,58.0
311,modular house,230.0
311,modular house extension,6.0
311,wooden house,350.0
311,plastic factory,46.0
311,company,108.0
311,leisure,0.0
311,school,63.0
312,modular house,233.0
312,modular house extension,6.0
312,wooden house,312.0
312,plastic factory,41.0
312,company,109.0
312,leisure,0.0
312,school,67.0
313,modular house,231.0
313,modular house extension,0.0
313,wooden house,284.0
313,plastic factory,39.0
313,company,114.0
313,leisure,0.0
313,school,72.0
314,modular house,248.0
314,modular house extension,6.0
314,wooden house,250.0
314,plastic factory,37.0
314,company,114.0
314,leisure,0.0
314,school,71.0
315,modular house,224.0
315,modular house extension,0.0
315,wooden house,226.0
315,plastic factory,37.0
315,company,112.0
315,leisure,0.0
315,school,72.0
316,modular house,242.0
316,modular house extension,6.0
316,wooden house,191.0
316,plastic factory,36.0
316,company,105.0
316,leisure,0.0
316,school,70.0
317,modular house,235.0
317,modular house extension,0.0
317,wooden house,182.0
317,plastic factory,36.0
317,company,98.0
317,leisure,0.0
317,school,72.0
318,modular house,243.0
318,modular house extension,6.0
318,wooden house,183.0
318,plastic factory,36.0
318,company,81.0
318,leisure,0.0
318,school,74.0
319,modular house,234.0
319,modular house extension,0.0
319,wooden house,170.0
319,plastic factory,36.0
319,company,84.0
319,leisure,0.0
319,school,69.0
320,modular house,226.0
320,modular house extension,0.0
320,wooden house,181.0
320,plastic factory,33.0
320,company,100.0
320,leisure,0.0
320,school,64.0
321,modular house,224.0
321,modular house extension,9.0
321,wooden house,182.0
321,plastic factory,32.0
321,company,121.0
321,leisure,0.0
321,school,62.0
322,modular house,224.0
322,modular house extension,6.0
322,wooden house,185.0
322,plastic factory,32.0
322,company,112.0
322,leisure,0.0
322,school,61.0
323,modular house,232.0
323,modular house extension,3.0
323,wooden house,218.0
323,plastic factory,32.0
323,company,100.0
323,leisure,0.0
323,school,60.0
324,modular house,251.0
324,modular house extension,6.0
324,wooden house,261.0
324,plastic factory,31.0
324,company,97.0
324,leisure,0.0
324,school,58.0
325,modular house,249.0
325,modular house extension,0.0
325,wooden house,286.0
325,plastic factory,32.0
325,company,98.0
325,leisure,0.0
325,school,55.0
326,modular house,212.0
326,modular house extension,6.0
326,wooden house,331.0
326,plastic factory,31.0
326,company,99.0
326,leisure,0.0
326,school,53.0
327,modular house,221.0
327,modular house extension,12.0
327,wooden house,370.0
327,plastic factory,32.0
327,company,93.0
327,leisure,0.0
327,school,57.0
328,modular house,261.0
328,modular house extension,6.0
328,wooden house,398.0
328,plastic factory,33.0
328,company,92.0
328,leisure,0.0
328,school,58.0
329,modular house,223.0
329,modular house extension,6.0
329,wooden house,420.0
329,plastic factory,32.0
329,company,92.0
329,leisure,0.0
329,school,63.0
330,modular house,225.0
330,modular house extension,9.0
330,wooden house,444.0
330,plastic factory,31.0
330,company,99.0
330,leisure,0.0
330,school,57.0
331,modular house,256.0
331,modular house extension,6.0
331,wooden house,463.0
331,plastic factory,31.0
331,company,111.0
331,leisure,0.0
331,school,56.0
332,modular house,231.0
332,modular house extension,3.0
332,wooden house,483.0
332,plastic factory,30.0
332,company,114.0
332,leisure,0.0
332,school,51.0
333,modular house,255.0
333,modular house extension,0.0
333,wooden house,496.0
333,plastic factory,30.0
333,company,102.0
333,leisure,0.0
333,school,48.0
334,modular house,234.0
334,modular house extension,0.0
334,wooden house,486.0
334,plastic factory,29.0
334,company,90.0
334,leisure,0.0
334,school,47.0
335,modular house,215.0
335,modular house extension,0.0
335,wooden house,469.0
335,plastic factory,28.0
335,company,85.0
335,leisure,0.0
335,school,45.0
336,modular house,217.0
336,modular house extension,6.0
336,wooden house,455.0
336,plastic factory,28.0
336,company,93.0
336,leisure,0.0
336,school,47.0
337,modular house,229.0
337,modular house extension,6.0
337,wooden house,429.0
337,plastic factory,27.0
337,company,98.0
337,leisure,0.0
337,school,52.0
338,modular house,227.0
338,modular house extension,0.0
338,wooden house,402.0
338,plastic factory,27.0
338,company,100.0
338,leisure,0.0
338,school,49.0
339,modular house,240.0
339,modular house extension,0.0
339,wooden house,377.0
339,plastic factory,26.0
339,company,104.0
339,leisure,0.0
339,school,50.0
340,modular house,228.0
340,modular house extension,0.0
340,wooden house,335.0
340,plastic factory,26.0
340,company,105.0
340,leisure,0.0
340,school,54.0
341,modular house,233.0
341,modular house extension,3.0
341,wooden house,300.0
341,plastic factory,27.0
341,company,98.0
341,leisure,0.0
341,school,56.0
342,modular house,219.0
342,modular house extension,0.0
342,wooden house,253.0
342,plastic factory,27.0
342,company,102.0
342,leisure,0.0
342,school,61.0
343,modular house,234.0
343,modular house extension,3.0
343,wooden house,232.0
343,plastic factory,28.0
343,company,102.0
343,leisure,0.0
343,school,68.0
344,modular house,241.0
344,modular house extension,3.0
344,wooden house,222.0
344,plastic factory,27.0
344,company,109.0
344,leisure,0.0
344,school,69.0
345,modular house,211.0
345,modular house extension,6.0
345,wooden house,202.0
345,plastic factory,28.0
345,company,100.0
345,leisure,0.0
345,school,66.0
346,modular house,232.0
346,modular house extension,3.0
346,wooden house,189.0
346,plastic factory,25.0
346,company,90.0
346,leisure,0.0
346,school,62.0
347,modular house,239.0
347,modular house extension,9.0
347,wooden house,189.0
347,plastic factory,26.0
347,company,90.0
347,leisure,0.0
347,school,60.0
348,modular house,213.0
348,modular house extension,0.0
348,wooden house,192.0
348,plastic factory,31.0
348,company,87.0
348,leisure,0.0
348,school,61.0
349,modular house,219.0
349,modular house extension,9.0
349,wooden house,190.0
349,plastic factory,32.0
349,company,86.0
349,leisure,0.0
349,school,55.0
350,modular house,211.0
350,modular house extension,6.0
350,wooden house,193.0
350,plastic factory,39.0
350,company,89.0
350,leisure,0.0
350,school,54.0
351,modular house,249.0
351,modular house extension,0.0
351,wooden house,212.0
351,plastic factory,48.0
351,company,94.0
351,leisure,0.0
351,school,51.0
352,modular house,244.0
352,modular house extension,9.0
352,wooden house,236.0
352,plastic factory,61.0
352,company,86.0
352,leisure,0.0
352,school,47.0
353,modular house,228.0
353,modular house extension,3.0
353,wooden house,262.0
353,plastic factory,77.0
353,company,84.0
353,leisure,0.0
353,school,48.0
354,modular house,210.0
354,modular house extension,9.0
354,wooden house,291.0
354,plastic factory,85.0
354,company,84.0
354,leisure,0.0
354,school,48.0
355,modular house,187.0
355,modular house extension,9.0
355,wooden house,304.0
355,plastic factory,99.0
355,company,105.0
355,leisure,0.0
355,school,41.0
356,modular house,239.0
356,modular house extension,6.0
356,wooden house,330.0
356,plastic factory,110.0
356,company,96.0
356,leisure,0.0
356,school,48.0
357,modular house,201.0
357,modular house extension,3.0
357,wooden house,360.0
357,plastic factory,124.0
357,company,91.0
357,leisure,0.0
357,school,52.0
358,modular house,225.0
358,modular house extension,3.0
358,wooden house,382.0
358,plastic factory,153.0
358,company,87.0
358,leisure,0.0
358,school,54.0
359,modular house,237.0
359,modular house extension,3.0
359,wooden house,399.0
359,plastic factory,182.0
359,company,93.0
359,leisure,0.0
359,school,54.0
360,modular house,227.0
360,modular house extension,0.0
360,wooden house,412.0
360,plastic factory,210.0
360,company,84.0
360,leisure,0.0
360,school,55.0
361,modular house,212.0
361,modular house extension,3.0
361,wooden house,436.0
361,plastic factory,230.0
361,company,100.0
361,leisure,0.0
361,school,55.0
362,modular house,224.0
362,modular house extension,4.0
362,wooden house,433.0
362,plastic factory,258.0
362,company,102.0
362,leisure,0.0
362,school,56.0
363,modular house,232.0
363,modular house extension,7.0
363,wooden house,447.0
363,plastic factory,275.0
363,company,116.0
363,leisure,0.0
363,school,51.0
364,modular house,220.0
364,modular house extension,6.0
364,wooden house,428.0
364,plastic factory,289.0
364,company,104.0
364,leisure,0.0
364,school,53.0
365,modular house,243.0
365,modular house extension,3.0
365,wooden house,410.0
365,plastic factory,303.0
365,company,105.0
365,leisure,0.0
365,school,49.0
366,modular house,220.0
366,modular house extension,0.0
366,wooden house,402.0
366,plastic factory,312.0
366,company,98.0
366,leisure,0.0
366,school,48.0
367,modular house,207.0
367,modular house extension,0.0
367,wooden house,366.0
367,plastic factory,325.0
367,company,84.0
367,leisure,0.0
367,school,47.0
368,modular house,237.0
368,modular house extension,3.0
368,wooden house,331.0
368,plastic factory,328.0
368,company,81.0
368,leisure,0.0
368,school,42.0
369,modular house,223.0
369,modular house extension,7.0
369,wooden house,315.0
369,plastic factory,334.0
369,company,80.0
369,leisure,0.0
369,school,44.0
370,modular house,231.0
370,modular house extension,0.0
370,wooden house,300.0
370,plastic factory,337.0
370,company,98.0
370,leisure,0.0
370,school,47.0
371,modular house,226.0
371,modular house extension,7.0
371,wooden house,280.0
371,plastic factory,339.0
371,company,99.0
371,leisure,0.0
371,school,50.0
372,modular house,197.0
372,modular house extension,4.0
372,wooden house,251.0
372,plastic factory,341.0
372,company,110.0
372,leisure,0.0
372,school,48.0
373,modular house,240.0
373,modular house extension,8.0
373,wooden house,231.0
373,plastic factory,341.0
373,company,121.0
373,leisure,0.0
373,school,48.0
374,modular house,222.0
374,modular house extension,0.0
374,wooden house,232.0
374,plastic factory,340.0
374,company,116.0
374,leisure,0.0
374,school,54.0
375,modular house,237.0
375,modular house extension,4.0
375,wooden house,228.0
375,plastic factory,338.0
375,company,118.0
375,leisure,0.0
375,school,59.0
376,modular house,217.0
376,modular house extension,3.0
376,wooden house,222.0
376,plastic factory,338.0
376,company,105.0
376,leisure,0.0
376,school,58.0
377,modular house,213.0
377,modular house extension,6.0
377,wooden house,228.0
377,plastic factory,338.0
377,company,92.0
377,leisure,0.0
377,school,61.0
378,modular house,254.0
378,modular house extension,4.0
378,wooden house,244.0
378,plastic factory,338.0
378,company,83.0
378,leisure,0.0
378,school,62.0
379,modular house,237.0
379,modular house extension,0.0
379,wooden house,245.0
379,plastic factory,339.0
379,company,80.0
379,leisure,0.0
379,school,60.0
380,modular house,229.0
380,modular house extension,1.0
380,wooden house,262.0
380,plastic factory,336.0
380,company,85.0
380,leisure,0.0
380,school,56.0
381,modular house,215.0
381,modular house extension,0.0
381,wooden house,268.0
381,plastic factory,335.0
381,company,89.0
381,leisure,0.0
381,school,53.0
382,modular house,213.0
382,modular house extension,8.0
382,wooden house,284.0
382,plastic factory,329.0
382,company,90.0
382,leisure,0.0
382,school,45.0
383,modular house,209.0
383,modular house extension,7.0
383,wooden house,321.0
383,plastic factory,328.0
383,company,91.0
383,leisure,0.0
383,school,47.0
384,modular house,232.0
384,modular house extension,3.0
384,wooden house,338.0
384,plastic factory,329.0
384,company,85.0
384,leisure,0.0
384,school,51.0
385,modular house,245.0
385,modular house extension,8.0
385,wooden house,364.0
385,plastic factory,328.0
385,company,99.0
385,leisure,0.0
385,school,51.0
386,modular house,208.0
386,modular house extension,9.0
386,wooden house,385.0
386,plastic factory,325.0
386,company,103.0
386,leisure,0.0
386,school,50.0
387,modular house,228.0
387,modular house extension,0.0
387,wooden house,413.0
387,plastic factory,325.0
387,company,107.0
387,leisure,0.0
387,school,48.0
388,modular house,213.0
388,modular house extension,3.0
388,wooden house,425.0
388,plastic factory,324.0
388,company,90.0
388,leisure,0.0
388,school,48.0
389,modular house,227.0
389,modular house extension,17.0
389,wooden house,433.0
389,plastic factory,322.0
389,company,86.0
389,leisure,0.0
389,school,52.0
390,modular house,222.0
390,modular house extension,4.0
390,wooden house,442.0
390,plastic factory,318.0
390,company,99.0
390,leisure,0.0
390,school,55.0
391,modular house,212.0
391,modular house extension,13.0
391,wooden house,435.0
391,plastic factory,316.0
391,company,109.0
391,leisure,0.0
391,school,56.0
392,modular house,231.0
392,modular house extension,4.0
392,wooden house,427.0
392,plastic factory,315.0
392,company,107.0
392,leisure,0.0
392,school,57.0
393,modular house,213.0
393,modular house extension,3.0
393,wooden house,405.0
393,plastic factory,313.0
393,company,95.0
393,leisure,0.0
393,school,54.0
394,modular house,229.0
394,modular house extension,8.0
394,wooden house,391.0
394,plastic factory,314.0
394,company,92.0
394,leisure,0.0
394,school,52.0
395,modular house,230.0
395,modular house extension,1.0
395,wooden house,380.0
395,plastic factory,310.0
395,company,87.0
395,leisure,0.0
395,school,50.0
396,modular house,198.0
396,modular house extension,0.0
396,wooden house,345.0
396,plastic factory,306.0
396,company,92.0
396,leisure,0.0
396,school,51.0
397,modular house,237.0
397,modular house extension,0.0
397,wooden house,311.0
397,plastic factory,302.0
397,company,88.0
397,leisure,0.0
397,school,47.0
398,modular house,243.0
398,modular house extension,0.0
398,wooden house,297.0
398,plastic factory,294.0
398,company,99.0
398,leisure,0.0
398,school,48.0
399,modular house,216.0
399,modular house extension,1.0
399,wooden house,277.0
399,plastic factory,283.0
399,company,97.0
399,leisure,0.0
399,school,50.0
400,modular house,202.0
400,modular house extension,4.0
400,wooden house,261.0
400,plastic factory,276.0
400,company,101.0
400,leisure,0.0
400,school,52.0
401,modular house,213.0
401,modular house extension,2.0
401,wooden house,240.0
401,plastic factory,257.0
401,company,95.0
401,leisure,0.0
401,school,48.0
402,modular house,220.0
402,modular house extension,0.0
402,wooden house,231.0
402,plastic factory,250.0
402,company,95.0
402,leisure,0.0
402,school,45.0
403,modular house,236.0
403,modular house extension,1.0
403,wooden house,229.0
403,plastic factory,240.0
403,company,93.0
403,leisure,0.0
403,school,45.0
404,modular house,213.0
404,modular house extension,0.0
404,wooden house,231.0
404,plastic factory,228.0
404,company,93.0
404,leisure,0.0
404,school,45.0
405,modular house,224.0
405,modular house extension,0.0
405,wooden house,226.0
405,plastic factory,212.0
405,company,102.0
405,leisure,0.0
405,school,49.0
406,modular house,219.0
406,modular house extension,3.0
406,wooden house,225.0
406,plastic factory,186.0
406,company,100.0
406,leisure,0.0
406,school,53.0
407,modular house,205.0
407,modular house extension,9.0
407,wooden house,239.0
407,plastic factory,168.0
407,company,95.0
407,leisure,0.0
407,school,57.0
408,modular house,244.0
408,modular house extension,3.0
408,wooden house,255.0
408,plastic factory,140.0
408,company,89.0
408,leisure,0.0
408,school,53.0
409,modular house,219.0
409,modular house extension,3.0
409,wooden house,262.0
409,plastic factory,121.0
409,company,92.0
409,leisure,0.0
409,school,56.0
410,modular house,201.0
410,modular house extension,3.0
410,wooden house,289.0
410,plastic factory,99.0
410,company,88.0
410,leisure,0.0
410,school,52.0
411,modular house,205.0
411,modular house extension,0.0
411,wooden house,305.0
411,plastic factory,84.0
411,company,82.0
411,leisure,0.0
411,school,49.0
412,modular house,213.0
412,modular house extension,3.0
412,wooden house,330.0
412,plastic factory,76.0
412,company,90.0
412,leisure,0.0
412,school,39.0
413,modular house,258.0
413,modular house extension,9.0
413,wooden house,347.0
413,plastic factory,64.0
413,company,98.0
413,leisure,0.0
413,school,43.0
414,modular house,212.0
414,modular house extension,6.0
414,wooden house,369.0
414,plastic factory,54.0
414,company,108.0
414,leisure,0.0
414,school,43.0
415,modular house,232.0
415,modular house extension,10.0
415,wooden house,398.0
415,plastic factory,47.0
415,company,101.0
415,leisure,0.0
415,school,45.0
416,modular house,210.0
416,modular house extension,0.0
416,wooden house,411.0
416,plastic factory,42.0
416,company,93.0
416,leisure,0.0
416,school,46.0
417,modular house,214.0
417,modular house extension,0.0
417,wooden house,420.0
417,plastic factory,40.0
417,company,101.0
417,leisure,0.0
